currTime,acc1,acc2,Roll,Pitch,Yaw
7084,323,435,3.54,-5.83,-14.33
7085,323,435,3.54,-5.83,-14.33
7085,323,435,3.54,-5.83,-14.33
7086,323,435,3.54,-5.83,-14.33
7086,323,435,3.54,-5.83,-14.33
7087,323,435,3.54,-5.83,-14.33
7087,323,435,3.54,-5.83,-14.33
7088,323,435,3.54,-5.83,-14.33
7093,323,435,3.54,-5.83,-14.33
7094,323,435,3.54,-5.83,-14.33
7094,323,435,3.54,-5.83,-14.33
7095,323,435,3.54,-5.83,-14.33
7095,323,435,3.54,-5.83,-14.33
7096,323,435,3.54,-5.83,-14.33
7096,323,435,3.54,-5.83,-14.33
7097,323,435,3.54,-5.83,-14.33
7097,323,435,3.54,-5.83,-14.33
7098,323,435,3.54,-5.83,-14.33
7098,323,435,3.54,-5.83,-14.33
7099,323,435,3.54,-5.83,-14.33
7104,323,435,3.54,-5.83,-14.33
7105,323,435,3.54,-5.83,-14.33
7105,323,435,3.54,-5.83,-14.33
7106,323,435,3.54,-5.83,-14.33
7106,323,435,3.54,-5.83,-14.33
7107,323,435,3.54,-5.83,-14.33
7107,323,435,3.54,-5.83,-14.33
7108,323,435,3.54,-5.83,-14.33
7108,323,435,3.54,-5.83,-14.33
7109,323,435,3.54,-5.83,-14.33
7109,323,435,3.54,-5.83,-14.33
7110,323,435,3.54,-5.83,-14.33
7115,323,435,3.54,-5.83,-14.33
7116,323,435,3.54,-5.83,-14.33
7116,323,435,3.54,-5.83,-14.33
7117,323,435,3.54,-5.83,-14.33
7117,323,435,3.54,-5.83,-14.33
7118,323,435,3.54,-5.83,-14.33
7118,323,435,3.54,-5.83,-14.33
7119,323,435,3.54,-5.83,-14.33
7119,323,435,3.54,-5.83,-14.33
7120,323,435,3.54,-5.83,-14.33
7120,323,435,3.54,-5.83,-14.33
7121,323,435,3.54,-5.83,-14.33
7126,323,435,3.54,-5.83,-14.33
7127,323,435,3.54,-5.83,-14.33
7127,323,435,3.54,-5.83,-14.33
7128,323,435,3.54,-5.83,-14.33
7128,323,435,3.54,-5.83,-14.33
7129,323,435,3.54,-5.83,-14.33
7129,323,435,3.54,-5.83,-14.33
7130,323,435,3.54,-5.83,-14.33
7130,323,435,3.54,-5.83,-14.33
7131,323,435,3.54,-5.83,-14.33
7132,323,435,3.54,-5.83,-14.33
7132,323,435,3.54,-5.83,-14.33
7137,323,435,3.54,-5.83,-14.33
7138,323,435,3.54,-5.83,-14.33
7138,323,435,3.54,-5.83,-14.33
7139,323,435,3.54,-5.83,-14.33
7139,323,435,3.54,-5.83,-14.33
7140,323,435,3.54,-5.83,-14.33
7140,323,435,3.54,-5.83,-14.33
7141,323,435,3.54,-5.83,-14.33
7142,323,435,3.54,-5.83,-14.33
7142,323,435,3.54,-5.83,-14.33
7143,323,435,3.54,-5.83,-14.33
7143,323,435,3.54,-5.83,-14.33
7144,323,435,3.54,-5.83,-14.33
7149,323,435,3.54,-5.83,-14.33
7149,323,435,3.54,-5.83,-14.33
7150,323,435,3.54,-5.83,-14.33
7150,323,435,3.54,-5.83,-14.33
7151,323,435,3.54,-5.83,-14.33
7152,323,435,3.54,-5.83,-14.33
7152,323,435,3.54,-5.83,-14.33
7153,323,435,3.54,-5.83,-14.33
7153,323,435,3.54,-5.83,-14.33
7154,323,435,3.54,-5.83,-14.33
7154,323,435,3.54,-5.83,-14.33
7155,323,435,3.54,-5.83,-14.33
7160,323,435,3.54,-5.83,-14.33
7160,323,435,3.54,-5.83,-14.33
7161,323,435,3.54,-5.83,-14.33
7161,323,435,3.54,-5.83,-14.33
7162,323,435,3.54,-5.83,-14.33
7162,323,435,3.54,-5.83,-14.33
7163,323,435,3.54,-5.83,-14.33
7163,323,435,3.54,-5.83,-14.33
7164,323,435,3.54,-5.83,-14.33
7165,323,435,3.54,-5.83,-14.33
7165,323,435,3.54,-5.83,-14.33
7166,323,435,3.54,-5.83,-14.33
7171,323,435,3.54,-5.83,-14.33
7171,323,435,3.54,-5.83,-14.33
7172,323,435,3.54,-5.83,-14.33
7172,323,435,3.54,-5.83,-14.33
7173,323,435,3.54,-5.83,-14.33
7173,323,435,3.54,-5.83,-14.33
7174,323,435,3.54,-5.83,-14.33
7174,323,435,3.54,-5.83,-14.33
7175,323,435,3.54,-5.83,-14.33
7175,323,435,3.54,-5.83,-14.33
7176,323,435,3.54,-5.83,-14.33
7177,323,435,3.54,-5.83,-14.33
7182,323,435,3.54,-5.83,-14.33
7182,323,435,3.54,-5.83,-14.33
7183,323,435,3.54,-5.83,-14.33
7183,323,435,3.54,-5.83,-14.33
7184,323,435,3.54,-5.83,-14.33
7184,323,435,3.54,-5.83,-14.33
7185,323,435,3.54,-5.83,-14.33
7185,323,435,3.54,-5.83,-14.33
7186,323,435,3.54,-5.83,-14.33
7187,323,435,3.54,-5.83,-14.33
7187,323,435,3.54,-5.83,-14.33
7188,323,435,3.54,-5.83,-14.33
7193,323,435,3.54,-5.83,-14.33
7193,323,435,3.54,-5.83,-14.33
7194,323,435,3.54,-5.83,-14.33
7194,323,435,3.54,-5.83,-14.33
7195,323,435,3.54,-5.83,-14.33
7196,323,435,3.54,-5.83,-14.33
7196,323,435,3.54,-5.83,-14.33
7197,323,435,3.54,-5.83,-14.33
7197,323,435,3.54,-5.83,-14.33
7198,323,435,3.54,-5.83,-14.33
7198,323,435,3.54,-5.83,-14.33
7199,323,435,3.54,-5.83,-14.33
7204,323,435,3.54,-5.83,-14.33
7204,323,435,3.54,-5.83,-14.33
7205,323,435,3.54,-5.83,-14.33
7205,323,435,3.54,-5.83,-14.33
7206,323,435,3.54,-5.83,-14.33
7207,323,435,3.54,-5.83,-14.33
7207,323,435,3.54,-5.83,-14.33
7208,323,435,3.54,-5.83,-14.33
7208,323,435,3.54,-5.83,-14.33
7209,323,435,3.54,-5.83,-14.33
7209,323,435,3.54,-5.83,-14.33
7210,323,435,3.54,-5.83,-14.33
7210,323,435,3.54,-5.83,-14.33
7215,323,435,3.54,-5.83,-14.33
7216,323,435,3.54,-5.83,-14.33
7217,323,435,3.54,-5.83,-14.33
7217,323,435,3.54,-5.83,-14.33
7218,323,435,3.54,-5.83,-14.33
7218,323,435,3.54,-5.83,-14.33
7219,323,435,3.54,-5.83,-14.33
7219,323,435,3.54,-5.83,-14.33
7220,323,435,3.54,-5.83,-14.33
7220,323,435,3.54,-5.83,-14.33
7221,323,435,3.54,-5.83,-14.33
7221,323,435,3.54,-5.83,-14.33
7227,323,435,3.54,-5.83,-14.33
7227,323,435,3.54,-5.83,-14.33
7228,323,435,3.54,-5.83,-14.33
7228,323,435,3.54,-5.83,-14.33
7229,323,435,3.54,-5.83,-14.33
7229,323,435,3.54,-5.83,-14.33
7230,323,435,3.54,-5.83,-14.33
7230,323,435,3.54,-5.83,-14.33
7231,323,435,3.54,-5.83,-14.33
7231,323,435,3.54,-5.83,-14.33
7232,323,435,3.54,-5.83,-14.33
7232,323,435,3.54,-5.83,-14.33
7238,323,435,3.54,-5.83,-14.33
7238,323,435,3.54,-5.83,-14.33
7239,323,435,3.54,-5.83,-14.33
7239,323,435,3.54,-5.83,-14.33
7240,323,435,3.54,-5.83,-14.33
7240,323,435,3.54,-5.83,-14.33
7241,323,435,3.54,-5.83,-14.33
7241,323,435,3.54,-5.83,-14.33
7242,323,435,3.54,-5.83,-14.33
7243,323,435,3.54,-5.83,-14.33
7243,323,435,3.54,-5.83,-14.33
7244,323,435,3.54,-5.83,-14.33
7248,323,435,3.54,-5.83,-14.33
7249,323,435,3.54,-5.83,-14.33
7250,323,435,3.54,-5.83,-14.33
7250,323,435,3.54,-5.83,-14.33
7251,323,435,3.54,-5.83,-14.33
7251,323,435,3.54,-5.83,-14.33
7252,323,435,3.54,-5.83,-14.33
7252,323,435,3.54,-5.83,-14.33
7253,323,435,3.54,-5.83,-14.33
7253,323,435,3.54,-5.83,-14.33
7254,323,435,3.54,-5.83,-14.33
7254,323,435,3.54,-5.83,-14.33
7259,323,435,3.54,-5.83,-14.33
7260,323,435,3.54,-5.83,-14.33
7261,323,435,3.54,-5.83,-14.33
7261,323,435,3.54,-5.83,-14.33
7262,323,435,3.54,-5.83,-14.33
7262,323,435,3.54,-5.83,-14.33
7263,323,435,3.54,-5.83,-14.33
7263,323,435,3.54,-5.83,-14.33
7264,323,435,3.54,-5.83,-14.33
7264,323,435,3.54,-5.83,-14.33
7265,323,435,3.54,-5.83,-14.33
7265,323,435,3.54,-5.83,-14.33
7266,323,435,3.54,-5.83,-14.33
7271,323,435,3.54,-5.83,-14.33
7272,323,435,3.54,-5.83,-14.33
7272,323,435,3.54,-5.83,-14.33
7273,323,435,3.54,-5.83,-14.33
7273,323,435,3.54,-5.83,-14.33
7274,323,435,3.54,-5.83,-14.33
7274,323,435,3.54,-5.83,-14.33
7275,323,435,3.54,-5.83,-14.33
7275,323,435,3.54,-5.83,-14.33
7276,323,435,3.54,-5.83,-14.33
7276,323,435,3.54,-5.83,-14.33
7277,323,435,3.54,-5.83,-14.33
7282,323,435,3.54,-5.83,-14.33
7283,323,435,3.54,-5.83,-14.33
7283,323,435,3.54,-5.83,-14.33
7284,323,435,3.54,-5.83,-14.33
7284,323,435,3.54,-5.83,-14.33
7285,323,435,3.54,-5.83,-14.33
7285,323,435,3.54,-5.83,-14.33
7286,323,435,3.54,-5.83,-14.33
7286,323,435,3.54,-5.83,-14.33
7287,323,435,3.54,-5.83,-14.33
7287,323,435,3.54,-5.83,-14.33
7288,323,435,3.54,-5.83,-14.33
7293,323,435,3.54,-5.83,-14.33
7294,323,435,3.54,-5.83,-14.33
7294,323,435,3.54,-5.83,-14.33
7295,323,435,3.54,-5.83,-14.33
7295,323,435,3.54,-5.83,-14.33
7296,323,435,3.54,-5.83,-14.33
7296,323,435,3.54,-5.83,-14.33
7297,323,435,3.54,-5.83,-14.33
7297,323,435,3.54,-5.83,-14.33
7298,323,435,3.54,-5.83,-14.33
7299,323,435,3.54,-5.83,-14.33
7299,323,435,3.54,-5.83,-14.33
7304,323,435,3.54,-5.83,-14.33
7305,323,435,3.54,-5.83,-14.33
7305,323,435,3.54,-5.83,-14.33
7306,323,435,3.54,-5.83,-14.33
7306,323,435,3.54,-5.83,-14.33
7307,323,435,3.54,-5.83,-14.33
7307,323,435,3.54,-5.83,-14.33
7308,323,435,3.54,-5.83,-14.33
7309,323,435,3.54,-5.83,-14.33
7309,323,435,3.54,-5.83,-14.33
7310,323,435,3.54,-5.83,-14.33
7310,323,435,3.54,-5.83,-14.33
7315,323,435,3.54,-5.83,-14.33
7316,323,435,3.54,-5.83,-14.33
7316,323,435,3.54,-5.83,-14.33
7317,323,435,3.54,-5.83,-14.33
7317,323,435,3.54,-5.83,-14.33
7318,323,435,3.54,-5.83,-14.33
7318,323,435,3.54,-5.83,-14.33
7319,323,435,3.54,-5.83,-14.33
7320,323,435,3.54,-5.83,-14.33
7320,323,435,3.54,-5.83,-14.33
7321,323,435,3.54,-5.83,-14.33
7321,323,435,3.54,-5.83,-14.33
7322,323,435,3.54,-5.83,-14.33
7327,323,435,3.54,-5.83,-14.33
7327,323,435,3.54,-5.83,-14.33
7328,323,435,3.54,-5.83,-14.33
7329,323,435,3.54,-5.83,-14.33
7329,323,435,3.54,-5.83,-14.33
7330,323,435,3.54,-5.83,-14.33
7330,323,435,3.54,-5.83,-14.33
7331,323,435,3.54,-5.83,-14.33
7331,323,435,3.54,-5.83,-14.33
7332,323,435,3.54,-5.83,-14.33
7332,323,435,3.54,-5.83,-14.33
7333,323,435,3.54,-5.83,-14.33
7338,323,435,3.54,-5.83,-14.33
7338,323,435,3.54,-5.83,-14.33
7339,323,435,3.54,-5.83,-14.33
7339,323,435,3.54,-5.83,-14.33
7340,323,435,3.54,-5.83,-14.33
7340,323,435,3.54,-5.83,-14.33
7341,323,435,3.54,-5.83,-14.33
7342,340,435,7.03,-2.83,-7.12
7343,340,435,7.03,-2.83,-7.12
7343,340,435,7.03,-2.83,-7.12
7344,340,435,7.03,-2.83,-7.12
7344,340,435,7.03,-2.83,-7.12
7349,340,435,7.03,-2.83,-7.12
7350,340,435,7.03,-2.83,-7.12
7350,340,435,7.03,-2.83,-7.12
7351,340,435,7.03,-2.83,-7.12
7351,340,435,7.03,-2.83,-7.12
7352,340,435,7.03,-2.83,-7.12
7353,340,435,7.03,-2.83,-7.12
7353,340,435,7.03,-2.83,-7.12
7354,340,435,7.03,-2.83,-7.12
7354,340,435,7.03,-2.83,-7.12
7355,340,435,7.03,-2.83,-7.12
7355,340,435,7.03,-2.83,-7.12
7356,340,435,7.03,-2.83,-7.12
7361,340,435,7.03,-2.83,-7.12
7361,340,435,7.03,-2.83,-7.12
7362,340,435,7.03,-2.83,-7.12
7363,340,435,7.03,-2.83,-7.12
7363,340,435,7.03,-2.83,-7.12
7364,340,435,7.03,-2.83,-7.12
7364,340,435,7.03,-2.83,-7.12
7365,340,435,7.03,-2.83,-7.12
7365,340,435,7.03,-2.83,-7.12
7366,340,435,7.03,-2.83,-7.12
7366,340,435,7.03,-2.83,-7.12
7367,340,435,7.03,-2.83,-7.12
7372,340,435,7.03,-2.83,-7.12
7373,340,435,7.03,-2.83,-7.12
7373,340,435,7.03,-2.83,-7.12
7374,340,435,7.03,-2.83,-7.12
7374,340,435,7.03,-2.83,-7.12
7375,340,435,7.03,-2.83,-7.12
7375,340,402,5.14,-5.97,-16.44
7376,340,402,5.14,-5.97,-16.44
7377,340,402,5.14,-5.97,-16.44
7377,340,402,5.14,-5.97,-16.44
7378,340,402,5.14,-5.97,-16.44
7379,340,402,5.14,-5.97,-16.44
7384,340,402,5.14,-5.97,-16.44
7384,340,402,5.14,-5.97,-16.44
7385,340,402,5.14,-5.97,-16.44
7385,340,402,5.14,-5.97,-16.44
7386,340,402,5.14,-5.97,-16.44
7386,340,402,5.14,-5.97,-16.44
7387,340,402,5.14,-5.97,-16.44
7387,340,402,5.14,-5.97,-16.44
7388,340,402,5.14,-5.97,-16.44
7389,340,402,5.14,-5.97,-16.44
7389,340,402,5.14,-5.97,-16.44
7390,340,402,5.14,-5.97,-16.44
7390,340,402,5.14,-5.97,-16.44
7395,340,402,5.14,-5.97,-16.44
7396,340,402,5.14,-5.97,-16.44
7396,340,402,5.14,-5.97,-16.44
7397,340,402,5.14,-5.97,-16.44
7397,340,402,5.14,-5.97,-16.44
7398,340,402,5.14,-5.97,-16.44
7399,340,402,5.14,-5.97,-16.44
7399,340,402,5.14,-5.97,-16.44
7400,340,402,5.14,-5.97,-16.44
7400,340,402,5.14,-5.97,-16.44
7401,340,402,5.14,-5.97,-16.44
7401,340,402,5.14,-5.97,-16.44
7406,340,402,5.14,-5.97,-16.44
7407,340,402,5.14,-5.97,-16.44
7407,340,402,5.14,-5.97,-16.44
7408,340,402,5.14,-5.97,-16.44
7409,340,402,5.14,-5.97,-16.44
7409,340,402,5.14,-5.97,-16.44
7410,340,402,5.14,-5.97,-16.44
7410,340,402,5.14,-5.97,-16.44
7411,340,402,5.14,-5.97,-16.44
7411,340,402,5.14,-5.97,-16.44
7412,340,402,5.14,-5.97,-16.44
7412,340,402,5.14,-5.97,-16.44
7417,340,402,5.14,-5.97,-16.44
7418,340,402,5.14,-5.97,-16.44
7419,340,402,5.14,-5.97,-16.44
7419,340,402,5.14,-5.97,-16.44
7420,340,402,5.14,-5.97,-16.44
7420,340,402,5.14,-5.97,-16.44
7421,340,402,5.14,-5.97,-16.44
7421,340,402,5.14,-5.97,-16.44
7422,340,402,5.14,-5.97,-16.44
7422,340,402,5.14,-5.97,-16.44
7423,340,402,5.14,-5.97,-16.44
7423,340,402,5.14,-5.97,-16.44
7441,340,402,5.14,-5.97,-16.44
7442,340,402,5.14,-5.97,-16.44
7442,340,402,5.14,-5.97,-16.44
7443,340,402,5.14,-5.97,-16.44
7443,340,402,5.14,-5.97,-16.44
7444,340,402,5.14,-5.97,-16.44
7444,340,402,5.14,-5.97,-16.44
7445,340,402,5.14,-5.97,-16.44
7446,340,402,5.14,-5.97,-16.44
7446,340,402,5.14,-5.97,-16.44
7447,340,402,5.14,-5.97,-16.44
7447,340,402,5.14,-5.97,-16.44
7452,340,402,5.14,-5.97,-16.44
7453,340,402,5.14,-5.97,-16.44
7453,340,402,5.14,-5.97,-16.44
7454,340,402,5.14,-5.97,-16.44
7454,340,402,5.14,-5.97,-16.44
7455,340,402,5.14,-5.97,-16.44
7456,340,402,5.14,-5.97,-16.44
7456,340,402,5.14,-5.97,-16.44
7457,340,402,5.14,-5.97,-16.44
7457,340,402,5.14,-5.97,-16.44
7458,340,402,5.14,-5.97,-16.44
7458,340,402,5.14,-5.97,-16.44
7459,340,402,5.14,-5.97,-16.44
7464,340,402,5.14,-5.97,-16.44
7464,340,402,5.14,-5.97,-16.44
7465,340,402,5.14,-5.97,-16.44
7466,340,402,5.14,-5.97,-16.44
7466,340,402,5.14,-5.97,-16.44
7467,340,402,5.14,-5.97,-16.44
7467,340,402,5.14,-5.97,-16.44
7468,340,402,5.14,-5.97,-16.44
7468,340,402,5.14,-5.97,-16.44
7469,340,402,5.14,-5.97,-16.44
7469,340,402,5.14,-5.97,-16.44
7470,340,402,5.14,-5.97,-16.44
7475,340,402,5.14,-5.97,-16.44
7476,340,402,5.14,-5.97,-16.44
7476,340,402,5.14,-5.97,-16.44
7477,340,402,5.14,-5.97,-16.44
7477,340,402,5.14,-5.97,-16.44
7478,340,402,5.14,-5.97,-16.44
7478,340,402,5.14,-5.97,-16.44
7479,340,402,5.14,-5.97,-16.44
7479,340,402,5.14,-5.97,-16.44
7480,340,402,5.14,-5.97,-16.44
7480,340,402,5.14,-5.97,-16.44
7481,340,402,5.14,-5.97,-16.44
7486,340,402,5.14,-5.97,-16.44
7487,340,402,5.14,-5.97,-16.44
7487,340,402,5.14,-5.97,-16.44
7488,340,402,5.14,-5.97,-16.44
7488,340,402,5.14,-5.97,-16.44
7489,340,402,5.14,-5.97,-16.44
7489,340,402,5.14,-5.97,-16.44
7490,340,402,5.14,-5.97,-16.44
7490,340,402,5.14,-5.97,-16.44
7491,340,402,5.14,-5.97,-16.44
7491,340,402,5.14,-5.97,-16.44
7492,340,402,5.14,-5.97,-16.44
7497,340,402,5.14,-5.97,-16.44
7498,340,402,5.14,-5.97,-16.44
7498,340,402,5.14,-5.97,-16.44
7499,340,402,5.14,-5.97,-16.44
7499,340,402,5.14,-5.97,-16.44
7500,340,402,5.14,-5.97,-16.44
7500,340,402,5.14,-5.97,-16.44
7501,340,402,5.14,-5.97,-16.44
7501,340,402,5.14,-5.97,-16.44
7502,340,402,5.14,-5.97,-16.44
7502,340,402,5.14,-5.97,-16.44
7503,340,402,5.14,-5.97,-16.44
7508,340,402,5.14,-5.97,-16.44
7509,340,402,5.14,-5.97,-16.44
7509,340,402,5.14,-5.97,-16.44
7510,340,402,5.14,-5.97,-16.44
7510,340,402,5.14,-5.97,-16.44
7511,340,402,5.14,-5.97,-16.44
7511,340,402,5.14,-5.97,-16.44
7512,340,402,5.14,-5.97,-16.44
7512,340,402,5.14,-5.97,-16.44
7513,340,402,5.14,-5.97,-16.44
7514,340,402,5.14,-5.97,-16.44
7514,340,402,5.14,-5.97,-16.44
7519,340,402,5.14,-5.97,-16.44
7520,340,402,5.14,-5.97,-16.44
7520,340,402,5.14,-5.97,-16.44
7521,340,402,5.14,-5.97,-16.44
7521,340,402,5.14,-5.97,-16.44
7522,340,402,5.14,-5.97,-16.44
7522,340,402,5.14,-5.97,-16.44
7523,340,402,5.14,-5.97,-16.44
7524,340,402,5.14,-5.97,-16.44
7524,340,402,5.14,-5.97,-16.44
7525,340,402,5.14,-5.97,-16.44
7525,340,402,5.14,-5.97,-16.44
7526,340,402,5.14,-5.97,-16.44
7531,340,402,5.14,-5.97,-16.44
7531,340,402,5.14,-5.97,-16.44
7532,340,402,5.14,-5.97,-16.44
7532,340,402,5.14,-5.97,-16.44
7533,340,402,5.14,-5.97,-16.44
7533,340,402,5.14,-5.97,-16.44
7534,340,402,5.14,-5.97,-16.44
7534,340,402,5.14,-5.97,-16.44
7535,340,402,5.14,-5.97,-16.44
7536,340,402,5.14,-5.97,-16.44
7536,340,402,5.14,-5.97,-16.44
7537,340,402,5.14,-5.97,-16.44
7542,340,402,5.14,-5.97,-16.44
7542,340,402,5.14,-5.97,-16.44
7543,340,402,5.14,-5.97,-16.44
7543,340,402,5.14,-5.97,-16.44
7544,340,402,5.14,-5.97,-16.44
7544,340,402,5.14,-5.97,-16.44
7545,340,402,5.14,-5.97,-16.44
7545,340,402,5.14,-5.97,-16.44
7546,340,402,5.14,-5.97,-16.44
7546,340,402,5.14,-5.97,-16.44
7547,340,402,5.14,-5.97,-16.44
7548,340,402,5.14,-5.97,-16.44
7553,340,402,5.14,-5.97,-16.44
7553,340,402,5.14,-5.97,-16.44
7554,340,402,5.14,-5.97,-16.44
7554,340,402,5.14,-5.97,-16.44
7555,340,402,5.14,-5.97,-16.44
7555,340,402,5.14,-5.97,-16.44
7556,340,402,5.14,-5.97,-16.44
7556,340,402,5.14,-5.97,-16.44
7557,340,402,5.14,-5.97,-16.44
7558,340,402,5.14,-5.97,-16.44
7558,340,402,5.14,-5.97,-16.44
7559,340,402,5.14,-5.97,-16.44
7564,340,402,5.14,-5.97,-16.44
7564,340,402,5.14,-5.97,-16.44
7565,340,402,5.14,-5.97,-16.44
7565,340,402,5.14,-5.97,-16.44
7566,340,402,5.14,-5.97,-16.44
7566,340,402,5.14,-5.97,-16.44
7567,340,402,5.14,-5.97,-16.44
7568,340,402,5.14,-5.97,-16.44
7568,340,402,5.14,-5.97,-16.44
7569,340,402,5.14,-5.97,-16.44
7569,340,402,5.14,-5.97,-16.44
7570,340,402,5.14,-5.97,-16.44
7579,340,402,5.14,-5.97,-16.44
7580,340,402,5.14,-5.97,-16.44
7580,340,402,5.14,-5.97,-16.44
7581,340,402,5.14,-5.97,-16.44
7581,340,402,5.14,-5.97,-16.44
7582,340,402,5.14,-5.97,-16.44
7582,340,402,5.14,-5.97,-16.44
7583,340,402,5.14,-5.97,-16.44
7584,340,402,5.14,-5.97,-16.44
7584,340,402,5.14,-5.97,-16.44
7585,340,402,5.14,-5.97,-16.44
7585,340,402,5.14,-5.97,-16.44
7586,340,402,5.14,-5.97,-16.44
7592,340,402,5.14,-5.97,-16.44
7593,340,402,5.14,-5.97,-16.44
7593,340,402,5.14,-5.97,-16.44
7594,340,402,5.14,-5.97,-16.44
7594,340,402,5.14,-5.97,-16.44
7595,340,402,5.14,-5.97,-16.44
7595,340,402,5.14,-5.97,-16.44
7596,340,402,5.14,-5.97,-16.44
7597,340,402,5.14,-5.97,-16.44
7597,340,402,5.14,-5.97,-16.44
7598,340,402,5.14,-5.97,-16.44
7598,340,402,5.14,-5.97,-16.44
7603,340,402,5.14,-5.97,-16.44
7604,340,402,5.14,-5.97,-16.44
7604,340,402,5.14,-5.97,-16.44
7605,340,402,5.14,-5.97,-16.44
7605,340,402,5.14,-5.97,-16.44
7606,340,402,5.14,-5.97,-16.44
7607,340,402,5.14,-5.97,-16.44
7607,340,402,5.14,-5.97,-16.44
7608,340,402,5.14,-5.97,-16.44
7608,340,402,5.14,-5.97,-16.44
7609,340,402,5.14,-5.97,-16.44
7609,340,402,5.14,-5.97,-16.44
7614,340,402,5.14,-5.97,-16.44
7615,340,402,5.14,-5.97,-16.44
7615,340,402,5.14,-5.97,-16.44
7616,340,402,5.14,-5.97,-16.44
7617,340,402,5.14,-5.97,-16.44
7617,340,402,5.14,-5.97,-16.44
7618,340,402,5.14,-5.97,-16.44
7618,340,402,5.14,-5.97,-16.44
7619,340,402,5.14,-5.97,-16.44
7619,340,402,5.14,-5.97,-16.44
7620,340,402,5.14,-5.97,-16.44
7620,340,402,5.14,-5.97,-16.44
7625,340,402,5.14,-5.97,-16.44
7626,340,402,5.14,-5.97,-16.44
7626,340,402,5.14,-5.97,-16.44
7627,340,402,5.14,-5.97,-16.44
7627,340,402,5.14,-5.97,-16.44
7628,340,402,5.14,-5.97,-16.44
7628,340,402,5.14,-5.97,-16.44
7629,340,402,5.14,-5.97,-16.44
7630,340,402,5.14,-5.97,-16.44
7630,340,402,5.14,-5.97,-16.44
7631,340,402,5.14,-5.97,-16.44
7631,340,402,5.14,-5.97,-16.44
7636,340,402,5.14,-5.97,-16.44
7637,340,402,5.14,-5.97,-16.44
7637,340,402,5.14,-5.97,-16.44
7638,340,402,5.14,-5.97,-16.44
7638,340,402,5.14,-5.97,-16.44
7639,340,402,5.14,-5.97,-16.44
7640,340,402,5.14,-5.97,-16.44
7640,340,402,5.14,-5.97,-16.44
7641,340,402,5.14,-5.97,-16.44
7641,340,402,5.14,-5.97,-16.44
7642,340,402,5.14,-5.97,-16.44
7642,340,402,5.14,-5.97,-16.44
7643,340,402,5.14,-5.97,-16.44
7648,340,402,5.14,-5.97,-16.44
7648,340,402,5.14,-5.97,-16.44
7649,340,402,5.14,-5.97,-16.44
7650,340,402,5.14,-5.97,-16.44
7650,340,402,5.14,-5.97,-16.44
7651,340,402,5.14,-5.97,-16.44
7651,340,402,5.14,-5.97,-16.44
7652,340,402,5.14,-5.97,-16.44
7652,340,402,5.14,-5.97,-16.44
7653,340,402,5.14,-5.97,-16.44
7653,340,402,5.14,-5.97,-16.44
7654,340,402,5.14,-5.97,-16.44
7659,340,402,5.14,-5.97,-16.44
7660,340,402,5.14,-5.97,-16.44
7660,340,402,5.14,-5.97,-16.44
7661,340,402,5.14,-5.97,-16.44
7661,340,402,5.14,-5.97,-16.44
7662,340,402,5.14,-5.97,-16.44
7662,340,402,5.14,-5.97,-16.44
7663,340,402,5.14,-5.97,-16.44
7663,340,402,5.14,-5.97,-16.44
7664,340,402,5.14,-5.97,-16.44
7664,340,402,5.14,-5.97,-16.44
7665,340,402,5.14,-5.97,-16.44
7670,340,402,5.14,-5.97,-16.44
7671,340,402,5.14,-5.97,-16.44
7671,340,402,5.14,-5.97,-16.44
7672,340,402,5.14,-5.97,-16.44
7672,340,402,5.14,-5.97,-16.44
7673,340,402,5.14,-5.97,-16.44
7673,340,402,5.14,-5.97,-16.44
7674,340,402,5.14,-5.97,-16.44
7674,340,402,5.14,-5.97,-16.44
7675,340,402,5.14,-5.97,-16.44
7675,340,402,5.14,-5.97,-16.44
7676,340,402,5.14,-5.97,-16.44
7681,340,402,5.14,-5.97,-16.44
7682,340,402,5.14,-5.97,-16.44
7682,340,402,5.14,-5.97,-16.44
7683,340,402,5.14,-5.97,-16.44
7683,340,402,5.14,-5.97,-16.44
7684,340,402,5.14,-5.97,-16.44
7684,340,402,5.14,-5.97,-16.44
7685,340,402,5.14,-5.97,-16.44
7685,340,402,5.14,-5.97,-16.44
7686,340,402,5.14,-5.97,-16.44
7686,340,402,5.14,-5.97,-16.44
7687,340,402,5.14,-5.97,-16.44
7692,340,402,5.14,-5.97,-16.44
7693,340,402,5.14,-5.97,-16.44
7693,340,402,5.14,-5.97,-16.44
7694,340,402,5.14,-5.97,-16.44
7694,340,402,5.14,-5.97,-16.44
7695,340,402,5.14,-5.97,-16.44
7695,340,402,5.14,-5.97,-16.44
7696,340,402,5.14,-5.97,-16.44
7696,340,402,5.14,-5.97,-16.44
7697,340,402,5.14,-5.97,-16.44
7698,340,402,5.14,-5.97,-16.44
7698,340,402,5.14,-5.97,-16.44
7699,340,402,5.14,-5.97,-16.44
7704,379,402,8,-4.27,-7.07
7705,379,402,8,-4.27,-7.07
7705,379,402,8,-4.27,-7.07
7706,379,402,8,-4.27,-7.07
7706,379,402,8,-4.27,-7.07
7707,379,402,8,-4.27,-7.07
7708,379,402,8,-4.27,-7.07
7708,379,402,8,-4.27,-7.07
7709,379,402,8,-4.27,-7.07
7709,379,402,8,-4.27,-7.07
7710,379,402,8,-4.27,-7.07
