currTime,th_cap,gyroZ,indHS,indLP,indMS,indTO,indZC
1.31,0.98,0.14,0,0,0,0,0
1.32,1.04,0.11,0,0,0,0,0
1.32,1.28,0.09,0,0,0,0,0
1.33,0.91,0.07,0,0,0,0,0
1.33,0.79,0.02,0,0,0,0,0
1.34,0.49,-0.08,0,0,0,0,0
1.34,0.49,-0.12,0,0,0,0,0
1.35,0.49,-0.16,0,0,0,0,0
1.35,0.55,-0.20,0,0,0,0,0
1.35,0.49,-0.24,0,0,0,0,0
1.36,0.30,-0.30,0,0,0,0,0
1.36,0.49,-0.35,0,0,0,0,0
1.37,0.91,-0.38,0,0,0,0,0
1.37,1.16,-0.41,0,0,0,0,0
1.37,1.40,-0.43,0,0,0,0,0
1.38,1.65,-0.44,0,0,0,0,0
1.38,1.65,-0.45,0,0,0,0,0
1.39,1.59,-0.45,0,0,0,0,0
1.39,1.34,-0.45,0,0,0,0,0
1.40,1.34,-0.46,0,0,0,0,0
1.40,1.40,-0.47,0,0,0,0,0
1.40,1.16,-0.48,0,0,0,0,0
1.41,1.10,-0.49,0,0,0,0,0
1.42,1.22,-0.50,0,0,0,0,0
1.42,1.28,-0.50,0,0,0,0,0
1.42,1.65,-0.49,0,0,0,0,0
1.43,1.65,-0.47,0,0,0,0,0
1.43,2.07,-0.45,0,0,0,0,0
1.44,2.01,-0.41,0,0,0,0,0
1.44,2.13,-0.38,0,0,0,0,0
1.45,1.83,-0.31,0,0,0,0,0
1.45,2.26,-0.28,0,0,0,0,0
1.45,2.26,-0.23,0,0,0,0,0
1.46,2.26,-0.18,0,0,0,0,0
1.46,2.26,-0.10,0,0,0,0,0
1.47,1.52,-0.02,0,0,0,0,0
1.47,1.71,0.01,0,0,0,0,0
1.48,1.34,0.05,0,0,0,0,0
1.48,1.52,0.08,0,0,0,0,0
1.48,1.59,0.11,0,0,0,0,0
1.49,1.46,0.16,0,0,0,0,0
1.49,1.77,0.21,0,0,0,0,0
1.50,1.83,0.25,0,0,0,0,0
1.50,1.65,0.39,0,0,0,0,0
1.51,1.59,0.43,0,0,0,0,0
1.51,1.71,0.47,0,0,0,0,0
1.52,1.59,0.50,0,0,0,0,0
1.52,1.34,0.54,0,0,0,0,0
1.52,1.77,0.57,0,0,0,0,0
1.53,1.95,0.63,0,0,0,0,0
1.53,1.95,0.67,0,0,0,0,0
1.54,2.07,0.71,0,0,0,0,0
1.54,2.26,0.75,0,0,0,0,0
1.54,2.26,0.80,0,0,0,0,0
1.55,2.20,0.84,0,0,0,0,0
1.55,2.07,0.88,0,0,0,0,0
1.56,2.01,0.92,0,0,0,0,0
1.56,2.07,0.96,0,0,0,0,0
1.57,1.83,1.01,0,0,0,0,0
1.57,1.83,1.03,0,0,0,0,0
1.57,1.95,1.05,0,0,0,0,0
1.58,1.83,1.07,0,0,0,0,0
1.59,1.95,1.09,0,0,0,0,0
1.59,2.20,1.18,0,0,0,0,0
1.60,2.01,1.21,0,0,0,0,0
1.60,1.89,1.23,0,0,0,0,0
1.61,2.07,1.24,0,0,0,0,0
1.61,1.95,1.25,0,0,0,0,0
1.62,1.83,1.26,0,0,0,0,0
1.62,1.83,1.27,0,0,0,0,0
1.62,1.34,1.28,0,0,0,0,0
1.63,1.22,1.29,0,0,0,0,0
1.63,0.73,1.29,0,0,0,0,0
1.64,1.40,1.29,0,0,0,0,0
1.64,1.40,1.29,0,0,0,0,0
1.64,1.59,1.30,0,0,0,0,0
1.65,1.52,1.30,0,0,0,0,0
1.65,1.46,1.31,0,0,0,0,0
1.66,1.04,1.31,0,0,0,0,0
1.66,1.10,1.31,0,0,0,0,0
1.66,0.98,1.31,0,0,0,0,0
1.67,0.67,1.30,0,0,0,0,0
1.68,0.61,1.26,0,0,0,0,0
1.68,0.61,1.24,0,0,0,0,0
1.69,0.73,1.23,0,0,0,0,0
1.69,0.61,1.22,0,0,0,0,0
1.70,0.73,1.20,0,0,0,0,0
1.70,0.79,1.19,0,0,0,0,0
1.70,0.37,1.17,0,0,0,0,0
1.71,0.00,1.14,0,0,0,0,0
1.71,0.24,1.10,0,0,0,0,0
1.72,0.00,1.08,0,0,0,0,0
1.72,0.24,1.04,0,0,0,0,0
1.72,0.06,1.01,0,0,0,0,0
1.73,-0.06,0.98,0,0,0,0,0
1.73,0.24,0.94,0,0,0,0,0
