En Angle,IMU Angle,Diffrence
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-4.14,14.72
9.88,-4.14,14.02
10.58,-4.3555,14.9355
10.58,-4.65,15.23
10.58,-4.65,15.23
10.58,-4.65,15.23
10.58,-4.65,15.23
10.58,-4.65,15.23
10.58,-4.65,15.23
10.58,-4.962,15.542
10.58,-5.17,15.75
10.58,-5.17,15.75
10.58,-5.17,15.75
10.58,-5.17,15.75
10.58,-5.17,15.75
10.58,-5.17,15.75
10.58,-5.35,15.93
10.58,-5.49,16.07
10.58,-5.49,16.07
10.58,-5.49,16.07
10.58,-5.49,16.07
10.58,-5.49,16.07
10.58,-5.49,16.07
10.58,-5.886,16.466
9.88,-6.1,15.98
10.58,-6.1,16.68
10.58,-6.1,16.68
10.58,-6.1,16.68
9.88,-6.1,15.98
9.88,-6.1,15.98
9.88,-6.367,16.247
9.88,-6.51,16.39
9.88,-6.51,16.39
10.58,-6.51,17.09
9.88,-6.51,16.39
10.58,-6.51,17.09
9.88,-6.469,16.349
9.88,-6.45,16.33
10.58,-6.45,17.03
10.58,-6.45,17.03
10.58,-6.45,17.03
10.58,-6.45,17.03
10.58,-6.45,17.03
10.58,-6.5375,17.1175
9.88,-6.8,16.68
10.58,-6.8,17.38
9.88,-6.8,16.68
10.58,-6.8,17.38
10.58,-6.8,17.38
10.58,-6.8,17.38
9.88,-6.8615,16.7415
9.88,-7.15,17.03
10.58,-7.15,17.73
9.88,-7.15,17.03
9.88,-7.15,17.03
9.88,-7.15,17.03
10.58,-7.15,17.73
9.88,-7.158,17.038
10.58,-7.23,17.81
10.58,-7.23,17.81
9.88,-7.23,17.11
9.88,-7.23,17.11
10.58,-7.23,17.81
9.88,-7.23,17.11
9.88,-7.222,17.102
9.88,-6.78,16.66
10.58,-6.78,17.36
10.58,-6.78,17.36
10.58,-6.78,17.36
10.58,-6.78,17.36
10.58,-6.78,17.36
10.58,-5.9025,16.4825
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-4.14,14.72
10.58,-1.474,12.054
10.58,-0.34,10.92
10.58,-0.34,10.92
10.58,-0.34,10.92
10.58,-0.34,10.92
10.58,-0.34,10.92
10.58,-0.34,10.92
11.29,3.383,7.907
11.29,4.74,6.55
11.29,4.74,6.55
11.29,4.74,6.55
11.29,4.74,6.55
11.29,4.74,6.55
12,4.74,7.26
12,13.721,-1.721
12,16.18,-4.18
12,16.18,-4.18
12,16.18,-4.18
12,16.18,-4.18
12,16.18,-4.18
12,16.18,-4.18
12,20.463,-8.463
12,25.71,-13.71
12,25.71,-13.71
12,25.71,-13.71
12.7,25.71,-13.01
12.7,25.71,-13.01
12.7,25.71,-13.01
12.7,23.502,-10.802
12.7,19.26,-6.56
12.7,19.26,-6.56
12.7,19.26,-6.56
12.7,19.26,-6.56
12.7,19.26,-6.56
12.7,19.214,-6.514
13.41,10.617,2.793
13.41,7.11,6.3
13.41,7.11,6.3
13.41,7.11,6.3
13.41,7.11,6.3
13.41,7.11,6.3
14.11,7.11,7
14.11,0.341,13.769
14.82,-4.18,19
15.52,-4.18,19.7
15.52,-4.18,19.7
16.94,-4.18,21.12
16.94,-4.18,21.12
18.35,-4.18,22.53
19.05,-4.7015,23.7515
19.05,-7.81,26.86
20.47,-7.81,28.28
21.17,-7.81,28.98
21.88,-7.81,29.69
22.58,-7.81,30.39
24,-7.81,31.81
24.7,-8.145,32.845
25.41,-7.94,33.35
26.82,-7.94,34.76
27.52,-7.94,35.46
28.94,-7.94,36.88
29.64,-7.94,37.58
31.05,-7.909,38.959
31.76,-7.9895,39.7495
33.17,-8.35,41.52
33.88,-8.35,42.23
35.29,-8.35,43.64
37.41,-8.35,45.76
39.52,-8.35,47.87
41.64,-8.674,50.314
44.47,-8.582,53.052
52.23,-8.48,60.71
53.64,-8.48,62.12
55.05,-8.48,63.53
55.76,-8.48,64.24
56.47,-8.48,64.95
56.47,-8.9835,65.4535
55.76,-8.77,64.53
55.76,-8.77,64.53
55.05,-8.77,63.82
53.64,-8.77,62.41
51.52,-8.77,60.29
49.41,-8.77,58.18
46.58,-10.1395,56.7195
44.47,-8.33,52.8
42.35,-8.33,50.68
39.52,-8.33,47.85
37.41,-8.33,45.74
34.58,-8.33,42.91
32.47,-8.33,40.8
30.35,-8.9625,39.3125
27.52,-8.94,36.46
25.41,-8.94,34.35
22.58,-8.94,31.52
20.47,-8.94,29.41
19.05,-8.94,27.99
16.94,-8.94,25.88
15.52,-9.105,24.625
14.11,-9.107,23.217
12.7,-9.1,21.8
12,-9.1,21.1
11.29,-9.1,20.39
11.29,-9.1,20.39
10.58,-9.1,19.68
10.58,-9.0025,19.5825
10.58,-9.32,19.9
10.58,-9.32,19.9
10.58,-9.32,19.9
11.29,-9.32,20.61
11.29,-9.32,20.61
11.29,-9.295,20.585
11.29,-9.313,20.603
10.58,-9.61,20.19
11.29,-9.61,20.9
10.58,-9.61,20.19
11.29,-9.61,20.9
11.29,-9.61,20.9
11.29,-9.605,20.895
10.58,-9.72,20.3
10.58,-9.86,20.44
10.58,-9.86,20.44
10.58,-9.86,20.44
10.58,-9.86,20.44
11.29,-9.86,21.15
11.29,-9.852,21.142
11.29,-10.027,21.317
11.29,-10.28,21.57
11.29,-10.28,21.57
10.58,-10.28,20.86
11.29,-10.28,21.57
10.58,-10.28,20.86
10.58,-10.2505,20.8305
11.29,-9.9035,21.1935
11.29,-10.3,21.59
10.58,-10.3,20.88
11.29,-10.3,21.59
11.29,-10.3,21.59
11.29,-10.3,21.59
11.29,-10.262,21.552
11.29,-10.002,21.292
11.29,-10.33,21.62
11.29,-10.33,21.62
12,-10.33,22.33
12,-10.33,22.33
12,-10.33,22.33
12,-10.396,22.396
12,-10.881,22.881
12,-11.07,23.07
12,-11.07,23.07
12,-11.07,23.07
12,-11.07,23.07
12,-11.07,23.07
12,-11,23
12.7,-11.17,23.87
12.7,-11.22,23.92
12.7,-11.22,23.92
12.7,-11.22,23.92
12.7,-11.22,23.92
12.7,-11.22,23.92
12,-11.4125,23.4125
12.7,-11.614,24.314
12.7,-11.65,24.35
12.7,-11.65,24.35
13.41,-11.65,25.06
12.7,-11.65,24.35
12.7,-11.65,24.35
12.7,-11.575,24.275
12.7,-11.87,24.57
12.7,-11.95,24.65
12.7,-11.95,24.65
12,-11.95,23.95
12,-11.95,23.95
12,-11.95,23.95
12,-11.936,23.936
12.7,-12.112,24.812
12.7,-12.21,24.91
12.7,-12.21,24.91
12.7,-12.21,24.91
12.7,-12.21,24.91
12.7,-12.21,24.91
12.7,-12.273,24.973
12.7,-12.28,24.98
12.7,-12.28,24.98
12.7,-12.28,24.98
14.11,-12.28,26.39
13.41,-12.28,25.69
13.41,-12.334,25.744
13.41,-12.484,25.894
13.41,-12.5,25.91
13.41,-12.5,25.91
13.41,-12.5,25.91
13.41,-12.5,25.91
13.41,-12.5,25.91
13.41,-12.22,25.63
13.41,-12.444,25.854
13.41,-12.57,25.98
13.41,-12.57,25.98
13.41,-12.57,25.98
13.41,-12.57,25.98
12.7,-12.57,25.27
12.7,-12.66,25.36
12.7,-12.603,25.303
12,-12.6,24.6
12.7,-12.6,25.3
12.7,-12.6,25.3
12,-12.6,24.6
12.7,-12.796,25.496
12.7,-12.9575,25.6575
12.7,-12.56,25.26
12.7,-12.56,25.26
12.7,-12.56,25.26
12.7,-12.56,25.26
12.7,-12.56,25.26
12.7,-12.819,25.519
12.7,-13.025,25.725
12.7,-12.75,25.45
12.7,-12.75,25.45
12,-12.75,24.75
12.7,-12.75,25.45
12,-12.75,24.75
12,-13.277,25.277
12,-13.244,25.244
12,-13.16,25.16
12.7,-13.16,25.86
12.7,-13.16,25.86
12.7,-13.16,25.86
12.7,-13.16,25.86
12.7,-13.112,25.812
12.7,-13.1855,25.8855
12.7,-13.29,25.99
12,-13.29,25.29
12,-13.29,25.29
12,-13.29,25.29
12.7,-13.29,25.99
12.7,-13.16,25.86
12.7,-13.1775,25.8775
12.7,-13.34,26.04
12,-13.34,25.34
12.7,-13.34,26.04
12.7,-13.34,26.04
12.7,-13.34,26.04
12.7,-13.2815,25.9815
12.7,-13.31,26.01
12.7,-13.55,26.25
12.7,-13.55,26.25
12.7,-13.55,26.25
12.7,-13.55,26.25
12.7,-13.4135,26.1135
12.7,-13.16,25.86
12.7,-13.637,26.337
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.6315,26.3315
12.7,-13.609,26.309
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.69,26.39
12.7,-13.734,26.434
12.7,-13.7865,26.4865
12.7,-13.88,26.58
12.7,-13.88,26.58
12.7,-13.88,26.58
12.7,-13.88,26.58
12.7,-13.88,26.58
12.7,-13.95,26.65
12.7,-14.02,26.72
12.7,-13.8925,26.5925
12.7,-13.87,26.57
12.7,-13.87,26.57
12.7,-13.87,26.57
12.7,-13.87,26.57
12.7,-13.894,26.594
12.7,-13.95,26.65
12.7,-13.8225,26.5225
12.7,-13.8,26.5
12.7,-13.8,26.5
12.7,-13.8,26.5
12.7,-13.8,26.5
12.7,-13.925,26.625
12.7,-14.3,27
12.7,-13.7,26.4
12.7,-13.3,26
12.7,-13.3,26
12.7,-13.3,26
12.7,-13.3,26
12.7,-13.0795,25.7795
12.7,-12.53,25.23
12.7,-11.41,24.11
12.7,-11.41,24.11
12.7,-11.41,24.11
12.7,-11.41,24.11
12.7,-11.41,24.11
12.7,-11.311,24.011
12.7,-11.17,23.87
12,-10.78,22.78
12,-10.78,22.78
12,-10.78,22.78
12,-10.78,22.78
12,-10.78,22.78
12,-10.2955,22.2955
12,-10.108,22.108
12,-9.53,21.53
12.7,-9.53,22.23
12,-9.53,21.53
12.7,-9.53,22.23
12.7,-9.53,22.23
12.7,-10.074,22.774
12.7,-10.179,22.879
12.7,-10.23,22.93
12.7,-10.23,22.93
12.7,-10.23,22.93
12.7,-10.23,22.93
12.7,-10.23,22.93
12.7,-9.8775,22.5775
12.7,-9.76,22.46
12.7,-10.21,22.91
12.7,-10.21,22.91
12.7,-10.21,22.91
12.7,-10.21,22.91
12.7,-10.21,22.91
12.7,-10.02,22.72
12.7,-10.03,22.73
12.7,-10.07,22.77
12.7,-10.07,22.77
12.7,-10.07,22.77
13.41,-10.07,23.48
13.41,-10.07,23.48
13.41,-9.29,22.7
13.41,-9.261,22.671
14.11,-9,23.11
14.82,-9,23.82
14.82,-9,23.82
14.82,-9,23.82
14.82,-8.8425,23.6625
14.82,-8.65,23.47
15.52,-8.926,24.446
15.52,-9.11,24.63
16.23,-9.11,25.34
16.94,-9.11,26.05
17.64,-9.11,26.75
18.35,-10.088,28.438
19.05,-10.74,29.79
19.05,-11.027,30.077
19.05,-11.15,30.2
19.05,-11.15,30.2
19.05,-11.15,30.2
19.76,-11.15,30.91
19.76,-11.732,31.492
20.47,-12.12,32.59
21.17,-13.56,34.73
21.88,-13.92,35.8
22.58,-13.92,36.5
23.29,-13.92,37.21
23.29,-13.92,37.21
24,-13.92,37.92
24,-13.92,37.92
23.29,-14.04,37.33
22.58,-14.04,36.62
21.88,-14.04,35.92
20.47,-14.04,34.51
20.47,-14.0195,34.4895
19.76,-13.63,33.39
19.76,-13.5625,33.3225
19.76,-13.18,32.94
20.47,-13.18,33.65
20.47,-13.18,33.65
20.47,-13.18,33.65
20.47,-13.2145,33.6845
20.47,-13.41,33.88
21.17,-13.262,34.432
21.17,-12.67,33.84
21.17,-12.67,33.84
21.17,-12.67,33.84
21.88,-12.67,34.55
21.88,-12.278,34.158
21.88,-11.69,33.57
21.88,-11.978,33.858
22.58,-12.65,35.23
22.58,-12.65,35.23
22.58,-12.65,35.23
22.58,-12.65,35.23
22.58,-11.7545,34.3345
23.29,-10.66,33.95
23.29,-11.4655,34.7555
23.29,-12.45,35.74
23.29,-12.45,35.74
23.29,-12.45,35.74
23.29,-12.45,35.74
22.58,-8.501,31.081
21.88,-5.27,27.15
21.17,-7.16,28.33
19.76,-9.47,29.23
18.35,-9.47,27.82
16.94,-9.47,26.41
16.23,-9.47,25.7
14.82,-12.462,27.282
14.11,-12.99,27.1
13.41,-8.986,22.396
12.7,-7.27,19.97
12,-7.27,19.27
11.29,-7.27,18.56
12,-7.27,19.27
11.29,-8.862,20.152
11.29,-9.26,20.55
11.29,-9.182,20.472
11.29,-9.13,20.42
12,-9.13,21.13
11.29,-9.13,20.42
12,-9.13,21.13
12,-8.383,20.383
12,-8.3,20.3
12.7,-8.8005,21.5005
12,-9.07,21.07
12.7,-9.07,21.77
12.7,-9.07,21.77
12.7,-9.07,21.77
13.41,-8.594,22.004
13.41,-8.51,21.92
13.41,-8.323,21.733
13.41,-8.29,21.7
13.41,-8.29,21.7
14.11,-8.29,22.4
14.11,-7.994,22.104
14.11,-6.81,20.92
14.82,-6.81,21.63
14.82,-7.1755,21.9955
14.82,-7.24,22.06
14.82,-7.24,22.06
14.82,-7.24,22.06
14.82,-3.119,17.939
15.52,-0.9,16.42
15.52,-1.638,17.158
15.52,-2.13,17.65
15.52,-2.13,17.65
15.52,-2.13,17.65
14.82,-2.13,16.95
14.82,-3.543,18.363
14.11,-3.7,17.81
13.41,-4.0825,17.4925
13.41,-4.55,17.96
13.41,-4.55,17.96
13.41,-4.55,17.96
12.7,-4.55,17.25
12.7,8.655,4.045
12.7,9.35,3.35
13.41,8.6975,4.7125
13.41,7.9,5.51
14.11,7.9,6.21
14.11,7.9,6.21
14.11,7.9,6.21
14.82,6.14,8.68
14.82,5.7,9.12
15.52,6.3525,9.1675
15.52,8.31,7.21
16.23,8.31,7.92
16.94,8.31,8.63
16.94,8.31,8.63
16.94,8.238,8.702
16.94,8.19,8.75
16.94,8.19,8.75
17.64,9.657,7.983
18.35,9.82,8.53
18.35,9.82,8.53
18.35,9.82,8.53
17.64,8.044,9.596
16.94,7.6,9.34
16.94,7.44,9.5
16.94,7.28,9.66
16.94,7.28,9.66
16.94,7.28,9.66
16.94,7.28,9.66
16.94,7.4245,9.5155
16.94,7.45,9.49
17.64,7.096,10.544
17.64,5.68,11.96
16.94,5.68,11.26
16.23,5.68,10.55
16.23,5.68,10.55
16.23,6.7725,9.4575
16.23,6.83,9.4
16.23,6.0875,10.1425
16.23,5.48,10.75
15.52,5.48,10.04
14.82,5.48,9.34
14.82,5.48,9.34
14.82,6.74,8.08
14.82,6.74,8.08
14.11,7.2475,6.8625
14.82,8.77,6.05
15.52,8.77,6.75
14.82,8.77,6.05
15.52,8.77,6.75
15.52,7.29,8.23
15.52,6.92,8.6
14.82,6.92,7.9
14.82,6.27,8.55
14.11,6.27,7.84
14.11,6.27,7.84
14.11,6.27,7.84
14.11,7.05,7.06
14.11,7.83,6.28
14.11,7.83,6.28
14.11,7.11,7
14.82,6.87,7.95
14.82,6.87,7.95
15.52,6.87,8.65
16.23,9.72,6.51
16.94,9.87,7.07
17.64,9.8535,7.7865
18.35,9.54,8.81
18.35,9.54,8.81
19.05,9.54,9.51
19.05,9.54,9.51
19.05,6.1725,12.8775
18.35,5.05,13.3
18.35,5.05,13.3
18.35,8.848,9.502
18.35,9.27,9.08
18.35,9.27,9.08
18.35,9.27,9.08
18.35,8.7475,9.6025
19.05,8.32,10.73
18.35,8.32,10.03
18.35,8.296,10.054
18.35,8.28,10.07
18.35,8.28,10.07
18.35,8.28,10.07
18.35,8.26,10.09
18.35,8.24,10.11
18.35,8.24,10.11
18.35,6.14,12.21
18.35,4.74,13.61
18.35,4.74,13.61
18.35,4.74,13.61
19.05,5.535,13.515
18.35,7.92,10.43
18.35,7.92,10.43
18.35,5.799,12.551
18.35,1.86,16.49
18.35,1.86,16.49
18.35,1.86,16.49
18.35,1.492,16.858
18.35,0.94,17.41
18.35,0.94,17.41
18.35,1.4125,16.9375
18.35,2.29,16.06
18.35,2.29,16.06
18.35,2.29,16.06
18.35,2.116,16.234
18.35,1.13,17.22
18.35,1.13,17.22
18.35,1.641,16.709
18.35,2.59,15.76
18.35,2.59,15.76
18.35,2.59,15.76
17.64,2.3725,15.2675
18.35,1.72,16.63
18.35,1.72,16.63
18.35,1.705,16.645
18.35,1.62,16.73
18.35,1.62,16.73
18.35,1.62,16.73
18.35,1.68,16.67
18.35,2.82,15.53
18.35,2.82,15.53
17.64,2.876,14.764
17.64,2.98,14.66
17.64,2.98,14.66
17.64,2.71,14.93
17.64,1.9,15.74
18.35,1.9,16.45
18.35,1.9285,16.4215
18.35,2.09,16.26
18.35,2.09,16.26
17.64,2.09,15.55
17.64,2.3245,15.3155
17.64,2.76,14.88
17.64,2.76,14.88
17.64,2.134,15.506
17.64,-0.37,18.01
17.64,-0.37,18.01
16.94,-0.37,17.31
16.94,3.788,13.152
16.94,7.19,9.75
16.23,7.19,9.04
15.52,7.482,8.038
14.82,7.92,6.9
12.7,7.92,4.78
11.29,7.92,3.37
9.17,6.321,2.849
8.47,2.59,5.88
7.76,2.59,5.17
7.05,3.169,3.881
7.05,6.45,0.6
6.35,6.45,-0.1
6.35,6.45,-0.1
7.05,6.495,0.555
7.05,6.55,0.5
6.35,6.55,-0.2
6.35,6.55,-0.2
7.05,6.816,0.234
7.05,6.83,0.22
7.05,6.83,0.22
7.05,6.907,0.143
7.05,7.6,-0.55
7.05,7.6,-0.55
7.05,7.6,-0.55
7.05,7.4375,-0.3875
7.05,7.35,-0.3
7.05,7.35,-0.3
7.76,7.35,0.41
7.76,8.0555,-0.2955
7.76,8.18,-0.42
7.76,8.18,-0.42
7.76,8.152,-0.392
7.76,8.1,-0.34
7.76,8.1,-0.34
7.76,8.1,-0.34
7.76,7.644,0.116
8.47,7.62,0.85
7.76,7.62,0.14
8.47,7.805,0.665
7.76,7.99,-0.23
8.47,7.99,0.48
8.47,7.99,0.48
8.47,7.9975,0.4725
8.47,8,0.47
8.47,8,0.47
8.47,7.7,0.77
8.47,7.4,1.07
8.47,7.4,1.07
8.47,7.4,1.07
8.47,8.245,0.225
8.47,8.7,-0.23
9.17,8.7,0.47
8.47,8.0115,0.4585
9.17,7.17,2
8.47,7.17,1.3
9.17,7.17,2
9.17,9.1995,-0.0295
9.17,10.86,-1.69
9.88,10.86,-0.98
9.88,10.1875,-0.3075
9.88,8.17,1.71
9.88,8.17,1.71
10.58,8.17,2.41
10.58,9.028,1.552
10.58,9.6,0.98
10.58,9.6,0.98
10.58,9.6,0.98
10.58,14.6,-4.02
10.58,14.6,-4.02
10.58,14.6,-4.02
10.58,13.4975,-2.9175
10.58,11.45,-0.87
10.58,11.45,-0.87
10.58,11.485,-0.905
10.58,11.59,-1.01
10.58,11.59,-1.01
10.58,11.59,-1.01
10.58,9.6705,0.9095
10.58,8.1,2.48
10.58,8.1,2.48
10.58,8.1,2.48
10.58,7.828,2.752
11.29,7.78,3.51
11.29,7.78,3.51
10.58,7.316,3.264
11.29,6.62,4.67
10.58,6.62,3.96
10.58,6.62,3.96
10.58,5.4575,5.1225
10.58,5.07,5.51
10.58,5.07,5.51
10.58,4.488,6.092
10.58,2.16,8.42
10.58,2.16,8.42
11.29,2.16,9.13
10.58,2.3635,8.2165
10.58,2.53,8.05
10.58,2.53,8.05
10.58,2.498,8.082
11.29,2.21,9.08
10.58,2.21,8.37
10.58,2.21,8.37
10.58,2.326,8.254
10.58,2.5,8.08
10.58,2.5,8.08
10.58,2.542,8.038
10.58,2.78,7.8
10.58,2.78,7.8
10.58,2.78,7.8
10.58,2.875,7.705
10.58,2.97,7.61
10.58,2.97,7.61
11.29,2.7275,8.5625
11.29,2,9.29
11.29,2,9.29
10.58,2,8.58
11.29,2.129,9.161
11.29,2.43,8.86
12,2.43,9.57
12,2.43,9.57
12.7,2.4965,10.2035
12.7,2.5,10.2
12,2.5,9.5
12,2.5,9.5
12.7,2.21,10.49
12.7,2.21,10.49
12.7,2.21,10.49
12.7,2.3,10.4
12.7,2.33,10.37
13.41,2.33,11.08
12.7,2.33,10.37
12.7,1.633,11.067
12.7,1.51,11.19
12.7,1.51,11.19
12,1.315,10.685
12,1.12,10.88
12.7,1.12,11.58
12,1.12,10.88
12,1.344,10.656
12,1.68,10.32
11.29,1.68,9.61
11.29,1.534,9.756
10.58,0.95,9.63
9.88,0.95,8.93
9.17,0.95,8.22
9.17,1.305,7.865
8.47,1.66,6.81
8.47,1.66,6.81
8.47,1.43,7.04
8.47,0.74,7.73
7.76,0.74,7.02
8.47,0.74,7.73
8.47,1.212,7.258
8.47,1.33,7.14
8.47,1.33,7.14
8.47,1.22,7.25
8.47,1.13,7.34
8.47,1.13,7.34
8.47,1.13,7.34
8.47,1.005,7.465
8.47,0.88,7.59
8.47,0.88,7.59
8.47,0.9395,7.5305
9.17,1.05,8.12
9.17,1.05,8.12
9.17,1.05,8.12
9.17,1.078,8.092
9.17,1.19,7.98
9.17,1.19,7.98
9.17,1.176,7.994
9.17,1.05,8.12
9.17,1.05,8.12
9.17,1.05,8.12
9.17,1.05,8.12
9.17,1.329,7.841
9.17,1.36,7.81
9.17,1.36,7.81
9.88,1,8.88
9.88,0.88,9
9.17,0.88,8.29
9.88,0.88,9
9.17,0.838,8.332
9.17,0.81,8.36
9.17,0.81,8.36
8.47,0.876,7.594
8.47,0.93,7.54
8.47,0.93,7.54
8.47,0.93,7.54
8.47,1.0245,7.4455
8.47,1.2,7.27
8.47,1.2,7.27
8.47,1.224,7.246
8.47,1.24,7.23
8.47,1.24,7.23
8.47,1.24,7.23
7.76,1.472,6.288
7.76,1.53,6.23
7.76,1.5155,6.2445
7.76,1.24,6.52
7.76,1.24,6.52
7.05,1.24,5.81
7.05,1.24,5.81
7.05,1.345,5.705
7.05,1.38,5.67
7.05,1.38,5.67
7.05,1.176,5.874
7.05,1.14,5.91
7.05,1.14,5.91
7.05,1.14,5.91
7.05,1.212,5.838
7.05,1.26,5.79
7.05,1.26,5.79
7.05,1.338,5.712
7.05,1.38,5.67
7.05,1.38,5.67
7.05,1.38,5.67
7.05,1.2765,5.7735
7.05,1.15,5.9
7.05,1.15,5.9
7.05,1.245,5.805
7.05,1.34,5.71
7.05,1.34,5.71
7.05,1.34,5.71
7.05,1.3145,5.7355
7.05,0.83,6.22
7.05,0.83,6.22
7.05,0.868,6.182
7.05,1.02,6.03
7.05,1.02,6.03
7.05,1.02,6.03
7.76,1.02,6.74
7.76,-0.56,8.32
7.76,-0.56,8.32
7.76,-0.512,8.272
7.76,-0.4,8.16
7.76,-0.4,8.16
7.76,-0.4,8.16
7.76,-0.4,8.16
7.76,-0.264,8.024
7.76,-0.23,7.99
7.76,-0.2555,8.0155
7.76,-0.4,8.16
8.47,-0.4,8.87
7.76,-0.4,8.16
7.76,-0.548,8.308
8.47,-1.14,9.61
8.47,-1.14,9.61
8.47,-1.08,9.55
7.76,-0.99,8.75
8.47,-0.99,9.46
8.47,-0.99,9.46
8.47,-0.99,9.46
8.47,-1.4555,9.9255
9.17,-1.48,10.65
9.17,-1.571,10.741
9.17,-1.74,10.91
9.17,-1.74,10.91
9.17,-1.74,10.91
9.17,-1.74,10.91
9.17,-0.855,10.025
9.17,-0.56,9.73
9.17,-0.6175,9.7875
9.17,-0.79,9.96
9.17,-0.79,9.96
9.17,-0.79,9.96
9.17,-0.598,9.768
9.17,-0.15,9.32
9.17,-0.15,9.32
9.17,-0.437,9.607
9.17,-0.56,9.73
9.17,-0.56,9.73
9.17,-0.56,9.73
9.17,-0.51,9.68
9.17,-0.31,9.48
9.17,-0.31,9.48
9.88,-0.352,10.232
9.17,-0.38,9.55
9.17,-0.38,9.55
9.88,-0.38,10.26
9.17,-0.4075,9.5775
9.17,-0.49,9.66
9.88,-0.49,10.37
9.17,-0.5275,9.6975
9.17,-0.54,9.71
9.17,-0.54,9.71
9.17,-0.54,9.71
8.47,-0.54,9.01
7.76,-0.43,8.19
7.05,-0.43,7.48
6.35,-0.529,6.879
6.35,-0.54,6.89
5.64,-0.54,6.18
5.64,-0.54,6.18
5.64,-0.52,6.16
5.64,-0.49,6.13
5.64,-0.49,6.13
5.64,-0.48,6.12
5.64,-0.48,6.12
5.64,-0.48,6.12
6.35,-0.48,6.83
6.35,-0.487,6.837
6.35,-0.5,6.85
6.35,-0.496,6.846
5.64,-0.42,6.06
4.94,-0.42,5.36
3.52,-0.42,3.94
2.82,-0.42,3.24
2.82,-0.396,3.216
-0.71,-0.38,-0.33
-1.42,-0.355,-1.065
-1.42,-0.28,-1.14
-0.71,-0.28,-0.43
-0.71,-0.28,-0.43
-0.71,-0.28,-0.43
-0.71,0.3745,-1.0845
-0.71,0.91,-1.62
0,0.8365,-0.8365
0.7,0.42,0.28
1.41,0.42,0.99
1.41,0.42,0.99
2.11,0.42,1.69
2.82,1.362,1.458
2.82,3.56,-0.74
2.82,3.56,-0.74
2.82,3.43,-0.61
2.82,3.43,-0.61
2.82,3.43,-0.61
2.82,3.43,-0.61
2.82,3.487,-0.667
2.82,4.57,-1.75
2.82,4.57,-1.75
2.82,6.015,-3.195
2.82,6.27,-3.45
2.82,6.27,-3.45
2.82,6.27,-3.45
2.82,6.378,-3.558
2.82,7.35,-4.53
2.82,7.35,-4.53
2.82,8.13,-5.31
2.82,8.13,-5.31
2.82,8.13,-5.31
2.82,8.13,-5.31
2.82,8.585,-5.765
2.82,9.43,-6.61
2.82,9.495,-6.675
2.82,10.08,-7.26
2.82,10.08,-7.26
2.82,10.08,-7.26
2.82,10.08,-7.26
2.82,10.44,-7.62
2.82,12.48,-9.66
2.82,12.478,-9.658
2.82,12.44,-9.62
2.82,12.44,-9.62
2.82,12.44,-9.62
2.82,12.44,-9.62
2.82,12.641,-9.821
2.82,14.45,-11.63
2.82,14.45,-11.63
2.82,14.603,-11.783
2.82,14.63,-11.81
2.82,14.63,-11.81
2.82,14.63,-11.81
2.82,14.63,-11.81
2.82,16.982,-14.162
2.82,17.57,-14.75
2.82,17.842,-15.022
2.82,17.91,-15.09
2.82,17.91,-15.09
2.82,17.91,-15.09
3.52,17.91,-14.39
3.52,20.8125,-17.2925
3.52,21.78,-18.26
4.23,23.118,-18.888
4.94,24.01,-19.07
4.94,24.01,-19.07
5.64,24.352,-18.712
7.05,30.85,-23.8
7.76,31.775,-24.015
8.47,34.55,-26.08
9.17,34.55,-25.38
10.58,34.55,-23.97
11.29,34.55,-23.26
12.7,34.55,-21.85
14.11,41.3,-27.19
14.82,41.744,-26.924
16.23,44.26,-28.03
16.94,44.26,-27.32
18.35,44.26,-25.91
19.76,44.26,-24.5
20.47,46.102,-25.632
21.17,53.47,-32.3
22.58,54.013,-31.433
23.29,55.28,-31.99
24,55.28,-31.28
24.7,55.28,-30.58
24.7,55.28,-30.58
25.41,55.28,-29.87
26.11,63.2695,-37.1595
26.11,63.69,-37.58
26.82,62.22,-35.4
26.82,62.22,-35.4
26.82,62.22,-35.4
26.82,62.22,-35.4
27.52,62.22,-34.7
28.94,62.502,-33.562
28.94,62.69,-33.75
29.64,62.034,-32.394
30.35,61.87,-31.52
30.35,61.87,-31.52
31.05,61.87,-30.82
31.76,61.87,-30.11
32.47,62.428,-29.958
32.47,64.66,-32.19
32.47,64.615,-32.145
33.17,64.51,-31.34
33.17,64.51,-31.34
33.17,64.51,-31.34
33.88,64.51,-30.63
33.88,65.242,-31.362
33.88,66.95,-33.07
33.88,67.075,-33.195
33.88,67.2,-33.32
34.58,67.2,-32.62
34.58,67.2,-32.62
35.29,67.2,-31.91
35.29,67.2,-31.91
36,68.25,-32.25
36.7,68.6,-31.9
37.41,68.583,-31.173
38.11,68.58,-30.47
38.82,68.58,-29.76
40.23,68.58,-28.35
40.94,68.58,-27.64
43.05,68.67,-25.62
44.47,69.18,-24.71
45.88,69.096,-23.216
48,69.04,-21.04
