En Angle,IMU Angle,Diffrence
49.41,69.04,-19.63
51.52,69.04,-17.52
52.94,69.04,-16.1
54.35,69.04,-14.69
56.47,69.32,-12.85
57.88,69.3925,-11.5125
59.29,69.44,-10.15
60.7,69.44,-8.74
62.11,69.44,-7.33
63.52,69.44,-5.92
64.94,69.44,-4.5
66.35,69.617,-3.267
67.05,70.03,-2.98
68.47,70.004,-1.534
69.17,69.99,-0.82
70.58,69.99,0.59
71.29,69.99,1.3
73.41,69.99,3.42
74.11,69.999,4.111
74.82,70.17,4.65
76.23,70.161,6.069
77.64,70.15,7.49
78.35,70.15,8.2
79.05,70.15,8.9
79.76,70.15,9.61
79.05,70.15,8.9
79.05,70.264,8.786
79.05,70.343,8.707
79.05,70.35,8.7
79.05,70.35,8.7
78.35,70.35,8
79.05,70.35,8.7
79.05,70.35,8.7
79.05,70.46,8.59
79.05,70.55,8.5
79.05,70.55,8.5
79.05,70.55,8.5
79.05,70.55,8.5
79.05,70.55,8.5
79.05,70.55,8.5
79.05,70.6165,8.4335
79.05,70.74,8.31
79.05,70.74,8.31
79.05,70.74,8.31
79.05,70.74,8.31
79.05,70.74,8.31
79.05,70.74,8.31
79.05,70.791,8.259
79.05,70.91,8.14
79.05,70.9185,8.1315
79.05,70.92,8.13
79.05,70.92,8.13
79.05,70.92,8.13
79.05,70.92,8.13
79.05,70.952,8.098
79.05,71.08,7.97
79.05,71.114,7.936
79.05,71.12,7.93
79.05,71.12,7.93
79.05,71.12,7.93
79.05,71.12,7.93
79.05,71.12,7.93
79.05,71.255,7.795
79.05,71.27,7.78
79.05,71.27,7.78
79.05,71.27,7.78
78.35,71.27,7.08
79.05,71.27,7.78
79.05,71.27,7.78
79.05,71.335,7.715
79.05,71.4,7.65
79.05,71.43,7.62
78.35,71.43,6.92
79.05,71.43,7.62
79.05,71.43,7.62
79.05,71.43,7.62
79.05,71.4755,7.5745
78.35,71.56,6.79
79.05,71.5505,7.4995
78.35,71.55,6.8
78.35,71.55,6.8
79.05,71.55,7.5
78.35,71.55,6.8
78.35,71.543,6.807
78.35,71.48,6.87
78.35,71.448,6.902
79.05,71.44,7.61
78.35,71.44,6.91
78.35,71.44,6.91
78.35,71.44,6.91
78.35,71.44,6.91
78.35,71.4775,6.8725
78.35,71.476,6.874
78.35,71.47,6.88
79.05,71.47,7.58
78.35,71.47,6.88
78.35,71.47,6.88
78.35,71.47,6.88
78.35,71.5175,6.8325
78.35,71.5275,6.8225
78.35,71.53,6.82
78.35,71.53,6.82
78.35,71.53,6.82
78.35,71.53,6.82
78.35,71.53,6.82
78.35,71.563,6.787
78.35,71.5935,6.7565
78.35,71.6,6.75
78.35,71.6,6.75
78.35,71.6,6.75
78.35,71.6,6.75
78.35,71.6,6.75
78.35,71.606,6.744
78.35,71.6305,6.7195
78.35,71.64,6.71
78.35,71.64,6.71
78.35,71.64,6.71
78.35,71.64,6.71
78.35,71.64,6.71
78.35,71.64,6.71
78.35,71.646,6.704
78.35,71.67,6.68
78.35,71.67,6.68
78.35,71.67,6.68
78.35,71.67,6.68
78.35,71.67,6.68
79.05,71.67,7.38
79.05,71.74,7.31
78.35,71.749,6.601
78.35,71.75,6.6
79.05,71.75,7.3
78.35,71.75,6.6
79.05,71.75,7.3
79.05,71.75,7.3
78.35,71.894,6.456
79.05,71.91,7.14
78.35,71.91,6.44
79.05,71.91,7.14
78.35,71.91,6.44
78.35,71.91,6.44
79.05,71.91,7.14
78.35,72.144,6.206
78.35,72.348,6.002
78.35,72.39,5.96
78.35,72.39,5.96
78.35,72.39,5.96
79.05,72.39,6.66
78.35,72.39,5.96
78.35,72.453,5.897
78.35,72.5025,5.8475
78.35,72.48,5.87
78.35,72.48,5.87
78.35,72.48,5.87
78.35,72.48,5.87
78.35,72.48,5.87
78.35,72.445,5.905
78.35,72.3275,6.0225
78.35,72.29,6.06
78.35,72.29,6.06
78.35,72.29,6.06
78.35,72.29,6.06
78.35,72.29,6.06
78.35,72.248,6.102
78.35,72.143,6.207
78.35,72.29,6.06
78.35,72.29,6.06
78.35,72.29,6.06
79.05,72.29,6.76
78.35,72.29,6.06
78.35,71.201,7.149
79.05,68.968,10.082
78.35,69.43,8.92
79.05,69.43,9.62
79.05,69.43,9.62
79.05,69.43,9.62
78.35,69.43,8.92
79.05,69.43,9.62
78.35,55.4055,22.9445
79.05,48.59,30.46
78.35,48.59,29.76
79.05,48.59,30.46
78.35,48.59,29.76
78.35,48.59,29.76
78.35,48.59,29.76
79.05,40.265,38.785
78.35,29.358,48.992
79.05,28.87,50.18
78.35,28.87,49.48
78.35,28.87,49.48
78.35,28.87,49.48
79.05,28.87,50.18
79.05,28.87,50.18
78.35,13.5125,64.8375
79.05,14.09,64.96
79.05,14.09,64.96
79.05,14.09,64.96
78.35,14.09,64.26
79.05,14.09,64.96
79.05,14.09,64.96
79.05,4.974,74.076
79.05,6.2,72.85
79.05,6.2,72.85
79.05,6.2,72.85
79.05,6.2,72.85
79.05,6.2,72.85
79.05,6.2,72.85
79.05,5.0225,74.0275
79.05,5.11,73.94
79.05,5.11,73.94
79.05,5.11,73.94
79.05,5.11,73.94
79.05,5.11,73.94
79.05,5.11,73.94
79.05,5.6625,73.3875
79.05,5.38,73.67
79.05,5.38,73.67
79.05,5.38,73.67
79.05,5.38,73.67
79.05,5.38,73.67
79.05,5.38,73.67
79.05,5.356,73.694
79.05,5.1155,73.9345
79.05,5.03,74.02
79.05,5.03,74.02
79.05,5.03,74.02
79.05,5.03,74.02
79.05,5.03,74.02
79.05,5.03,74.02
79.05,5.12,73.93
79.05,5.02,74.03
79.05,5.02,74.03
78.35,5.02,73.33
76.94,5.02,71.92
74.82,5.02,69.8
72,5.02,66.98
69.17,5.13,64.04
67.05,5.129,61.921
63.52,4.94,58.58
60.7,4.94,55.76
56.47,4.94,51.53
53.64,4.94,48.7
50.11,4.94,45.17
46.58,4.94,41.64
44.47,4.965,39.505
41.64,4.87,36.77
38.82,4.87,33.95
36,4.87,31.13
33.17,4.87,28.3
30.35,4.87,25.48
28.23,4.87,23.36
26.11,4.805,21.305
24,4.77,19.23
21.88,4.77,17.11
20.47,4.77,15.7
18.35,4.77,13.58
16.94,4.77,12.17
15.52,4.94,10.58
14.11,7.085,7.025
13.41,6.62,6.79
12,6.62,5.38
11.29,6.62,4.67
10.58,6.62,3.96
9.88,6.62,3.26
9.88,6.62,3.26
9.88,12.459,-2.579
9.88,14.04,-4.16
9.88,14.04,-4.16
9.88,14.04,-4.16
9.88,14.04,-4.16
9.88,14.04,-4.16
9.88,14.04,-4.16
9.88,20.4915,-10.6115
9.88,25.22,-15.34
9.88,25.22,-15.34
9.88,25.22,-15.34
9.88,25.22,-15.34
9.88,25.22,-15.34
9.88,25.22,-15.34
9.88,32.5175,-22.6375
9.88,50.1645,-40.2845
9.88,50.38,-40.5
9.88,50.38,-40.5
9.88,50.38,-40.5
9.88,50.38,-40.5
9.88,50.38,-40.5
9.88,52.9975,-43.1175
9.88,70.1505,-60.2705
9.88,70.56,-60.68
9.88,70.56,-60.68
9.88,70.56,-60.68
9.88,70.56,-60.68
9.88,70.56,-60.68
10.58,70.56,-59.98
9.88,75.15,-65.27
10.58,74.97,-64.39
9.88,74.97,-65.09
9.88,74.97,-65.09
9.88,74.97,-65.09
9.88,74.97,-65.09
10.58,74.97,-64.39
9.88,74.996,-65.116
10.58,74.99,-64.41
10.58,74.99,-64.41
10.58,74.99,-64.41
10.58,74.99,-64.41
10.58,74.99,-64.41
10.58,74.99,-64.41
10.58,74.984,-64.404
10.58,74.96,-64.38
10.58,74.96,-64.38
10.58,74.96,-64.38
10.58,74.96,-64.38
10.58,74.96,-64.38
10.58,74.96,-64.38
11.29,75.0155,-63.7255
11.29,75.29,-64
12,75.29,-63.29
12.7,75.29,-62.59
12.7,75.29,-62.59
14.11,75.29,-61.18
14.82,75.29,-60.47
16.23,75.348,-59.118
17.64,75.51,-57.87
19.05,75.51,-56.46
19.76,75.51,-55.75
21.17,75.51,-54.34
21.88,75.51,-53.63
23.29,75.51,-52.22
24,75.51,-51.51
25.41,75.6825,-50.2725
27.52,75.74,-48.22
29.64,75.74,-46.1
33.17,75.74,-42.57
36,75.74,-39.74
39.52,75.74,-36.22
43.76,75.74,-31.98
48,75.7895,-27.7895
52.23,75.85,-23.62
56.47,75.85,-19.38
60,75.85,-15.85
62.82,75.85,-13.03
65.64,75.85,-10.21
68.47,75.927,-7.457
71.29,75.96,-4.67
73.41,75.96,-2.55
76.23,75.96,0.27
79.05,75.96,3.09
81.17,75.96,5.21
82.58,75.96,6.62
84,76.028,7.972
84.7,76.13,8.57
84.7,76.13,8.57
84,76.13,7.87
84,76.13,7.87
84,76.13,7.87
84,76.13,7.87
84,76.154,7.846
84,76.2,7.8
84,76.2,7.8
84,76.2,7.8
84,76.2,7.8
84,76.2,7.8
84,76.2,7.8
83.29,76.2,7.09
84,76.254,7.746
84,76.26,7.74
84,76.26,7.74
84,76.26,7.74
84,76.26,7.74
83.29,76.26,7.03
84,76.26,7.74
84,76.2775,7.7225
84,76.31,7.69
84,76.31,7.69
84,76.31,7.69
84,76.31,7.69
84,76.31,7.69
84,76.31,7.69
84,76.307,7.693
84,76.32,7.68
84,76.32,7.68
84,76.32,7.68
84,76.32,7.68
84,76.32,7.68
84,76.32,7.68
84,76.32,7.68
84,76.3365,7.6635
84,76.36,7.64
84,76.36,7.64
84,76.36,7.64
84,76.36,7.64
83.29,76.36,6.93
84,76.3625,7.6375
84,76.4175,7.5825
84,76.42,7.58
84,76.42,7.58
84,76.42,7.58
84,76.42,7.58
84,76.42,7.58
84,76.421,7.579
84,76.453,7.547
84,76.46,7.54
84,76.46,7.54
84,76.46,7.54
84,76.46,7.54
84,76.46,7.54
84,76.46,7.54
84,76.4705,7.5295
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
83.29,76.474,6.816
84,76.477,7.523
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.48,7.52
84,76.467,7.533
84,76.47,7.53
84,76.47,7.53
84,76.47,7.53
84,76.47,7.53
84,76.47,7.53
84,76.47,7.53
84,76.4895,7.5105
84,76.5,7.5
84,76.5,7.5
84,76.5,7.5
84,76.5,7.5
84,76.5,7.5
84,76.5015,7.4985
84,76.5355,7.4645
84,76.54,7.46
84,76.54,7.46
84,76.54,7.46
84,76.54,7.46
84,76.54,7.46
84,76.54,7.46
84,76.5635,7.4365
84,76.56,7.44
84,76.56,7.44
84,76.56,7.44
84,76.56,7.44
84,76.56,7.44
84,76.56,7.44
84,76.566,7.434
84,76.58,7.42
84,76.58,7.42
84,76.58,7.42
84,76.58,7.42
84,76.58,7.42
84,76.58,7.42
84,76.5875,7.4125
84,76.622,7.378
84,76.63,7.37
84,76.63,7.37
84,76.63,7.37
84,76.63,7.37
84,76.63,7.37
84,76.63,7.37
84,76.6315,7.3685
84,76.64,7.36
84,76.64,7.36
84,76.64,7.36
84,76.64,7.36
84,76.64,7.36
84,76.64,7.36
84,76.7375,7.2625
84,76.79,7.21
84,76.79,7.21
84,76.79,7.21
84,76.79,7.21
84,76.79,7.21
84,76.79,7.21
84,77.692,6.308
84,77.87,6.13
84,77.87,6.13
84,77.87,6.13
84,77.87,6.13
84,77.87,6.13
84,77.87,6.13
84,78.258,5.742
84,81.016,2.984
84,81.4,2.6
84,81.4,2.6
84,81.4,2.6
84,81.4,2.6
84,81.4,2.6
84,81.2775,2.7225
84,81.9705,2.0295
84,83.94,0.06
84,83.94,0.06
84,83.94,0.06
84,83.94,0.06
84,83.94,0.06
84,83.94,0.06
84,82.509,1.491
84,82.673,1.327
84,82.69,1.31
84,82.69,1.31
84,82.69,1.31
84,82.69,1.31
84,82.69,1.31
84,82.6135,1.3865
84,82.6465,1.3535
84,82.75,1.25
84,82.75,1.25
84,82.75,1.25
84,82.75,1.25
84,82.75,1.25
84,82.8095,1.1905
84,82.962,1.038
84,83.04,0.96
84,83.04,0.96
84,83.04,0.96
84,83.04,0.96
84,83.04,0.96
84,83.04,0.96
84,82.921,1.079
84,83.8215,0.1785
84,83.87,0.13
84,83.87,0.13
84,83.87,0.13
84,83.87,0.13
84,83.87,0.13
84,83.8505,0.1495
84,84.518,-0.518
84,84.97,-0.97
84,84.97,-0.97
84,84.97,-0.97
84,84.97,-0.97
84,84.97,-0.97
84.7,85.035,-0.335
84.7,85.002,-0.302
84.7,84.82,-0.12
84.7,84.82,-0.12
85.41,84.82,0.59
86.11,84.82,1.29
86.82,84.82,2
87.52,84.841,2.679
88.23,84.8375,3.3925
88.23,84.54,3.69
88.94,84.54,4.4
89.64,84.54,5.1
89.64,84.54,5.1
89.64,84.54,5.1
90.35,84.449,5.901
90.35,84.218,6.132
91.05,84.09,6.96
91.05,84.09,6.96
90.35,84.09,6.26
90.35,84.09,6.26
90.35,84.09,6.26
90.35,83.845,6.505
89.64,83.304,6.336
89.64,85.05,4.59
90.35,85.05,5.3
89.64,85.05,4.59
89.64,85.05,4.59
89.64,85.05,4.59
89.64,85.05,4.59
89.64,85.239,4.401
89.64,85.064,4.576
89.64,84.98,4.66
89.64,84.98,4.66
89.64,84.98,4.66
89.64,84.98,4.66
89.64,84.98,4.66
89.64,84.935,4.705
89.64,85.1785,4.4615
89.64,85.39,4.25
89.64,85.39,4.25
89.64,85.39,4.25
90.35,85.39,4.96
90.35,85.39,4.96
89.64,85.3795,4.2605
90.35,85.375,4.975
90.35,85.51,4.84
90.35,85.51,4.84
90.35,85.51,4.84
90.35,85.51,4.84
90.35,85.51,4.84
91.05,85.5415,5.5085
91.05,85.56,5.49
91.05,85.5,5.55
91.05,85.5,5.55
91.76,85.5,6.26
91.76,85.5,6.26
91.05,85.5,5.55
91.05,85.518,5.532
91.76,85.62,6.14
91.05,85.56,5.49
91.05,85.54,5.51
91.05,85.54,5.51
91.05,85.54,5.51
91.05,85.54,5.51
91.05,85.54,5.51
91.05,85.46,5.59
91.05,85.412,5.638
91.05,85.37,5.68
91.05,85.37,5.68
90.35,85.37,4.98
90.35,85.37,4.98
91.05,85.37,5.68
91.05,85.388,5.662
91.05,85.41,5.64
91.05,85.48,5.57
91.05,85.48,5.57
91.05,85.48,5.57
91.76,85.48,6.28
91.76,85.48,6.28
91.05,85.5575,5.4925
91.05,85.79,5.26
91.05,85.265,5.785
91.05,85.04,6.01
91.05,85.04,6.01
91.05,85.04,6.01
91.05,85.04,6.01
91.05,85.04,6.01
91.05,88.704,2.346
91.05,76.4055,14.6445
91.05,69.29,21.76
91.05,69.29,21.76
91.05,69.29,21.76
91.05,69.29,21.76
91.05,69.29,21.76
91.05,68.7125,22.3375
91.05,62.342,28.708
91.05,37.63,53.42
91.05,37.63,53.42
91.76,37.63,54.13
91.05,37.63,53.42
91.05,37.63,53.42
91.05,36.782,54.268
91.05,34.804,56.246
91.05,18.91,72.14
91.05,18.91,72.14
91.05,18.91,72.14
91.05,18.91,72.14
91.05,18.91,72.14
91.76,19.48,72.28
91.05,21.76,69.29
91.05,12.01,79.04
91.05,6.76,84.29
91.05,6.76,84.29
91.05,6.76,84.29
91.05,6.76,84.29
91.05,6.76,84.29
91.05,8.335,82.715
91.05,8.28,82.77
91.76,7.59,84.17
91.05,7.59,83.46
91.05,7.59,83.46
91.05,7.59,83.46
91.05,7.59,83.46
91.05,7.436,83.614
91.05,7.344,83.706
91.05,7.65,83.4
91.05,7.65,83.4
91.05,7.65,83.4
91.76,7.65,84.11
91.05,7.65,83.4
91.05,7.433,83.617
91.05,7.34,83.71
91.05,7.35,83.7
91.05,7.35,83.7
91.05,7.35,83.7
91.05,7.35,83.7
91.05,7.35,83.7
91.05,7.245,83.805
91.05,7,84.05
91.05,7.374,83.676
91.05,7.68,83.37
91.05,7.68,83.37
90.35,7.68,82.67
88.94,7.68,81.26
86.11,7.68,78.43
81.88,7.27,74.61
76.94,7.2235,69.7165
71.29,6.96,64.33
65.64,6.96,58.68
60,6.96,53.04
55.05,6.96,48.09
50.11,6.96,43.15
45.88,6.9685,38.9115
42.35,6.97,35.38
40.23,6.8655,33.3645
37.41,6.86,30.55
34.58,6.86,27.72
31.05,6.86,24.19
28.23,6.86,21.37
26.11,6.688,19.422
24,6.43,17.57
21.17,6.6995,14.4705
19.05,6.92,12.13
17.64,6.92,10.72
15.52,6.92,8.6
13.41,6.92,6.49
12,6.6435,5.3565
11.29,6.13,5.16
10.58,6.616,3.964
10.58,7.21,3.37
9.88,7.21,2.67
9.88,7.21,2.67
9.88,7.21,2.67
9.88,7.138,2.742
9.88,6.97,2.91
9.88,6.877,3.003
9.88,6.66,3.22
9.88,6.66,3.22
9.88,6.66,3.22
9.88,6.66,3.22
9.88,6.66,3.22
9.88,6.128,3.752
9.88,6.11,3.77
9.88,6.3,3.58
9.88,6.3,3.58
9.88,6.3,3.58
9.88,6.3,3.58
9.88,6.3,3.58
9.88,7.0425,2.8375
9.88,7.29,2.59
9.88,4.842,5.038
9.88,4.57,5.31
9.88,4.57,5.31
9.88,4.57,5.31
9.88,4.57,5.31
9.88,4.702,5.178
9.88,4.79,5.09
9.88,4.4195,5.4605
9.88,4.22,5.66
9.88,4.22,5.66
9.88,4.22,5.66
9.88,4.22,5.66
9.88,3.702,6.178
9.88,4.092,5.788
9.88,4.2,5.68
9.88,4.2,5.68
9.88,4.2,5.68
9.88,4.2,5.68
9.88,4.299,5.581
9.88,4.31,5.57
9.88,3.9015,5.9785
9.88,3.88,6
9.88,3.88,6
9.88,3.88,6
9.88,3.88,6
9.88,4.089,5.791
9.88,4.1,5.78
9.88,3.748,6.132
9.88,3.66,6.22
9.88,3.66,6.22
9.88,3.66,6.22
9.88,3.66,6.22
9.88,3.555,6.325
10.58,3.51,7.07
10.58,3.87,6.71
10.58,4.23,6.35
10.58,4.23,6.35
10.58,4.23,6.35
10.58,4.23,6.35
10.58,4.0935,6.4865
10.58,3.84,6.74
10.58,3.83,6.75
10.58,3.79,6.79
10.58,3.79,6.79
10.58,3.79,6.79
10.58,3.79,6.79
10.58,3.754,6.826
10.58,3.61,6.97
10.58,3.6315,6.9485
10.58,4.04,6.54
9.88,4.04,5.84
9.88,4.04,5.84
9.88,4.04,5.84
9.17,4.0785,5.0915
9.17,4.15,5.02
9.17,4.15,5.02
9.17,3.39,5.78
8.47,3.39,5.08
8.47,3.39,5.08
8.47,3.39,5.08
8.47,3.4125,5.0575
8.47,3.48,4.99
8.47,3.48,4.99
8.47,3.82,4.65
8.47,3.82,4.65
8.47,3.82,4.65
8.47,3.82,4.65
9.17,3.792,5.378
9.17,3.54,5.63
9.17,3.54,5.63
9.17,3.841,5.329
9.17,3.97,5.2
9.17,3.97,5.2
9.17,3.97,5.2
9.17,3.9385,5.2315
9.17,3.76,5.41
9.17,3.76,5.41
9.17,3.7975,5.3725
9.17,3.81,5.36
9.17,3.81,5.36
9.17,3.81,5.36
9.17,3.81,5.36
9.17,3.468,5.702
9.17,3.43,5.74
9.17,3.322,5.848
9.17,3.16,6.01
9.17,3.16,6.01
9.17,3.16,6.01
9.17,3.16,6.01
9.17,3.1535,6.0165
9.17,3.15,6.02
9.17,3.13,6.04
9.17,3.11,6.06
9.17,3.11,6.06
9.17,3.11,6.06
9.17,3.11,6.06
9.17,3.0125,6.1575
9.17,2.98,6.19
9.88,3.01,6.87
9.17,3.13,6.04
9.88,3.13,6.75
9.88,3.13,6.75
9.17,3.13,6.04
9.88,3.13,6.75
9.88,3.13,6.75
9.88,3.13,6.75
9.88,2.99,6.89
9.88,2.99,6.89
9.88,2.99,6.89
9.88,2.99,6.89
9.88,2.983,6.897
10.58,2.98,7.6
9.88,2.964,6.916
10.58,2.82,7.76
10.58,2.82,7.76
10.58,2.82,7.76
10.58,2.82,7.76
10.58,2.624,7.956
10.58,2.54,8.04
10.58,2.468,8.112
10.58,2.18,8.4
10.58,2.18,8.4
10.58,2.18,8.4
10.58,2.18,8.4
10.58,2.5485,8.0315
10.58,2.85,7.73
10.58,2.85,7.73
10.58,1.13,9.45
10.58,1.13,9.45
11.29,1.13,10.16
10.58,1.13,9.45
10.58,0.116,10.464
10.58,-0.43,11.01
11.29,-0.43,11.72
10.58,0.75,9.83
11.29,0.75,10.54
10.58,0.75,9.83
11.29,0.75,10.54
11.29,0.9095,10.3805
11.29,1.04,10.25
10.58,1.04,9.54
10.58,0.8955,9.6845
11.29,0.87,10.42
11.29,0.87,10.42
11.29,0.87,10.42
11.29,0.72,10.57
11.29,0.37,10.92
10.58,0.37,10.21
10.58,0.436,10.144
11.29,0.48,10.81
11.29,0.48,10.81
11.29,0.48,10.81
11.29,0.4955,10.7945
11.29,0.79,10.5
11.29,0.79,10.5
11.29,0.82,10.47
11.29,0.94,10.35
11.29,0.94,10.35
11.29,0.94,10.35
11.29,0.94,10.35
11.29,1.05,10.24
11.29,1.05,10.24
11.29,0.918,10.372
11.29,0.72,10.57
11.29,0.72,10.57
11.29,0.72,10.57
11.29,0.6525,10.6375
11.29,0.45,10.84
11.29,0.45,10.84
11.29,0.653,10.637
11.29,0.74,10.55
11.29,0.74,10.55
11.29,0.74,10.55
11.29,0.836,10.454
11.29,1.06,10.23
11.29,1.06,10.23
11.29,1.03,10.26
10.58,1,9.58
10.58,1,9.58
10.58,1,9.58
10.58,0.97,9.61
9.88,0.8,9.08
9.17,0.8,8.37
9.17,0.742,8.428
9.17,0.51,8.66
9.17,0.51,8.66
9.17,0.51,8.66
9.17,0.51,8.66
9.17,0.598,8.572
9.17,0.62,8.55
9.17,0.62,8.55
9.17,0.492,8.678
9.17,0.46,8.71
9.17,0.46,8.71
9.17,0.46,8.71
9.17,0.3885,8.7815
9.17,0.35,8.82
9.17,0.35,8.82
9.17,0.246,8.924
9.17,0.19,8.98
9.17,0.19,8.98
9.88,0.19,9.69
9.88,0.181,9.699
9.88,0.17,9.71
9.17,0.17,9
9.17,0.0335,9.1365
9.17,-0.04,9.21
9.88,-0.04,9.92
9.88,-0.094,9.974
9.88,-0.13,10.01
9.88,-0.13,10.01
9.88,0.039,9.841
9.88,0.13,9.75
9.88,0.13,9.75
9.88,0.13,9.75
9.88,0.097,9.783
9.88,0.07,9.81
9.88,0.07,9.81
9.88,-0.0125,9.8925
9.88,-0.08,9.96
9.88,-0.08,9.96
9.88,-0.08,9.96
9.88,-0.098,9.978
10.58,-0.11,10.69
9.88,-0.11,9.99
10.58,-0.146,10.726
10.58,-0.19,10.77
10.58,-0.19,10.77
10.58,-0.19,10.77
10.58,-0.2575,10.8375
10.58,-0.34,10.92
10.58,-0.34,10.92
10.58,-0.52,11.1
10.58,-0.74,11.32
10.58,-0.74,11.32
10.58,-0.74,11.32
10.58,-0.74,11.32
10.58,-0.74,11.32
10.58,-0.74,11.32
11.29,-0.724,12.014
10.58,-0.7,11.28
11.29,-0.7,11.99
10.58,-0.7,11.28
10.58,-0.396,10.976
10.58,-0.32,10.9
10.58,-0.32,10.9
10.58,-0.665,11.245
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.888,11.468
10.58,-0.9,11.48
10.58,-0.9,11.48
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.8,11.38
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-0.855,11.435
10.58,-0.93,11.51
10.58,-0.93,11.51
10.58,-0.93,11.51
10.58,-1.049,11.629
10.58,-1.27,11.85
11.29,-1.27,12.56
10.58,-1.186,11.766
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.846,11.426
10.58,-0.84,11.42
10.58,-0.84,11.42
11.29,-0.84,12.13
10.58,-1.06,11.64
10.58,-1.06,11.64
10.58,-1.06,11.64
10.58,-1.032,11.612
10.58,-0.98,11.56
10.58,-0.98,11.56
11.29,-0.7475,12.0375
10.58,-0.67,11.25
10.58,-0.67,11.25
11.29,-0.6835,11.9735
11.29,-0.76,12.05
10.58,-0.76,11.34
10.58,-0.76,11.34
11.29,-0.91,12.2
10.58,-0.96,11.54
10.58,-0.96,11.54
10.58,-0.949,11.529
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.864,11.444
10.58,-0.99,11.57
10.58,-0.99,11.57
10.58,-0.99,11.57
10.58,-0.834,11.414
10.58,-0.6,11.18
10.58,-0.6,11.18
10.58,-0.6275,11.2075
10.58,-0.71,11.29
10.58,-0.71,11.29
10.58,-0.71,11.29
10.58,-0.668,11.248
10.58,-0.65,11.23
10.58,-0.65,11.23
10.58,-0.6185,11.1985
10.58,-0.44,11.02
10.58,-0.44,11.02
10.58,-0.44,11.02
10.58,-0.392,10.972
10.58,-0.36,10.94
10.58,-0.36,10.94
10.58,-0.7155,11.2955
10.58,-1.15,11.73
10.58,-1.15,11.73
10.58,-1.156,11.736
10.58,-1.27,11.85
10.58,-1.27,11.85
10.58,-1.27,11.85
10.58,-1.7695,12.3495
10.58,-2.38,12.96
11.29,-2.38,13.67
10.58,-2.38,12.96
10.58,-2.475,13.055
10.58,-2.48,13.06
10.58,-2.48,13.06
11.29,-2.54,13.83
11.29,-2.63,13.92
11.29,-2.63,13.92
11.29,-2.63,13.92
11.29,-2.86,14.15
11.29,-2.86,14.15
11.29,-2.86,14.15
11.29,-3.021,14.311
11.29,-3.32,14.61
11.29,-3.32,14.61
11.29,-3.3185,14.6085
11.29,-3.31,14.6
11.29,-3.31,14.6
11.29,-3.31,14.6
11.29,-3.2385,14.5285
11.29,-3.18,14.47
11.29,-3.18,14.47
11.29,-3.206,14.496
11.29,-3.44,14.73
11.29,-3.44,14.73
11.29,-3.44,14.73
11.29,-3.405,14.695
11.29,-3.39,14.68
11.29,-3.39,14.68
11.29,-3.606,14.896
11.29,-3.66,14.95
11.29,-3.66,14.95
11.29,-3.618,14.908
11.29,-3.38,14.67
11.29,-3.38,14.67
11.29,-3.38,14.67
11.29,-3.247,14.537
11.29,-3.24,14.53
11.29,-3.24,14.53
11.29,-3.345,14.635
11.29,-3.66,14.95
11.29,-3.66,14.95
11.29,-3.64,14.93
11.29,-3.46,14.75
11.29,-3.46,14.75
11.29,-3.46,14.75
11.29,-3.5925,14.8825
11.29,-3.946,15.236
11.29,-4.28,15.57
11.29,-4.4175,15.7075
11.29,-4.48,15.77
11.29,-4.154,15.444
11.29,-3.806,15.096
11.29,-3.964,15.254
10.58,-3.898,14.478
9.88,-4.066,13.946
9.88,-4.256,14.136
9.17,-3.48,12.65
9.17,-3.48,12.65
7.76,-3.545,11.305
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.79,11.55
7.76,-3.524,11.284
7.05,-3.214,10.264
4.94,-2.552,7.492
4.23,-2.51,6.74
4.23,-2.64,6.87
3.52,-2.64,6.16
4.23,-2.4475,6.6775
4.23,-2.29,6.52
3.52,-2.29,5.81
3.52,-2.29,5.81
2.82,-1.6075,4.4275
2.82,-0.34,3.16
2.82,-0.34,3.16
2.82,-0.016,2.836
2.11,0.2,1.91
2.82,0.2,2.62
2.82,0.2,2.62
2.82,1.096,1.724
2.82,2.44,0.38
2.11,2.4715,-0.3615
2.82,3.07,-0.25
2.11,3.07,-0.96
2.82,3.07,-0.25
2.82,3.07,-0.25
2.82,3.673,-0.853
2.82,4.41,-1.59
2.82,4.41,-1.59
2.82,4.92,-2.1
2.11,5.09,-2.98
2.82,5.09,-2.27
2.82,5.09,-2.27
2.82,5.2565,-2.4365
2.82,6.2,-3.38
2.82,6.2,-3.38
2.82,6.5645,-3.7445
2.82,7.01,-4.19
2.82,7.01,-4.19
2.82,7.1975,-4.3775
2.82,8.312,-5.492
2.82,9.3,-6.48
2.82,9.3,-6.48
2.11,9.3,-7.19
